,left,right,strand,locus_tag,KO,category,subcategory,subsubcategory,product_name,name,fpkm,primary_tu
38,53676.0,54788.0,1,peg.39,K00161,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"PDHA, pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]",PDHA,3206.4715494222733,TU_031
39,54788.0,55777.0,1,peg.40,K00162,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"PDHB, pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]",PDHB,4506.454196072333,TU_031
40,55798.0,57066.0,1,peg.41,K00627,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"DLAT, pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12]",DLAT,1827.8476657797448,TU_031
41,57082.0,58890.0,1,peg.42,K00382,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"DLD, dihydrolipoamide dehydrogenase [EC:1.8.1.4]",DLD,4456.621933880501,TU_031
42,58892.0,59860.0,1,peg.43,K00625,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"pta, phosphate acetyltransferase [EC:2.3.1.8]",pta,3094.030650796891,TU_031
43,59862.0,61052.0,1,peg.44,K00925,Metabolism,Central Carbon Metabolism,Other central metabolism enzymes,"ackA, acetate kinase [EC:2.7.2.1]",ackA,2221.453354102519,TU_031
44,61126.0,61926.0,1,peg.45,K00286,Metabolism,Biosynthesis,Amino acid metabolism,"proC, pyrroline-5-carboxylate reductase [EC:1.5.1.2]",proC,204.77133664384692,TU_032
45,61953.0,62552.0,-1,peg.46,K01118,Metabolism,Other Enzymes,Other enzymes,"acpD, FMN-dependent NADH-azoreductase [EC:1.7.1.17]",acpD,2858.0644324385553,TU_033
46,62639.0,63439.0,1,peg.47,K03424,Genetic Information Processing,"Folding, Sorting and Degradation",Nucleases,"tatD, TatD DNase family protein [EC:3.1.21.-]",tatD,178.79775778976355,TU_034
47,63482.0,64273.0,1,peg.48,K03424,Genetic Information Processing,"Folding, Sorting and Degradation",Nucleases,"tatD, TatD DNase family protein [EC:3.1.21.-]",tatD,3446.573282517391,TU_035
48,64526.0,64846.0,1,peg.49,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,95.81336489842114,TU_036
49,64863.0,65354.0,-1,peg.50,K07304,Metabolism,Other Enzymes,Other enzymes,"msrA, peptide-methionine (S)-S-oxide reductase [EC:1.8.4.11]",msrA,25.042904306919652,
50,65344.0,65649.0,-1,peg.51,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,0.08958180631066524,
51,65768.0,66367.0,1,peg.52,K01118,Metabolism,Other Enzymes,Other enzymes,"acpD, FMN-dependent NADH-azoreductase [EC:1.7.1.17]",acpD,229.62095659708055,TU_037
52,66405.0,67943.0,-1,peg.53,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,647.4279686273561,TU_038
53,68213.0,68800.0,-1,peg.54,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,392.9265575282606,
54,68965.0,69918.0,-1,peg.55,K02335,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"polA, DNA polymerase I [EC:2.7.7.7]",polA,476.09544598026423,TU_039
55,69977.0,70537.0,-1,peg.56,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,19.38982259064451,TU_041
56,70615.0,73446.0,1,peg.57,K03070,Genetic Information Processing,"Folding, Sorting and Degradation",Protein export,"secA, preprotein translocase subunit SecA [EC:7.4.2.8]",secA,1106.7025897604208,TU_042
57,73507.0,75510.0,1,peg.58,K03702,Genetic Information Processing,DNA Maintenance,DNA repair,"uvrB, excinuclease ABC subunit B",uvrB,244.93325493282873,
58,75510.0,78359.0,1,peg.59,K03701,Genetic Information Processing,DNA Maintenance,DNA repair,"uvrA, excinuclease ABC subunit A",uvrA,535.1486038573643,
59,78343.0,79449.0,1,peg.60,K11754,Metabolism,Biosynthesis,Cofactor biosynthesis,"folC, dihydrofolate synthase / folylpolyglutamate synthase [EC:6.3.2.12 6.3.2.17]",folC,956.9143002336551,
60,79465.0,80139.0,1,peg.61,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,595.1140828265721,
61,80225.0,81157.0,1,peg.62,K06023,Metabolism,Other Enzymes,Other enzymes,"hprK, HPr kinase/phosphorylase [EC:2.7.11.- 2.7.4.-]",hprK,989.7448120324035,TU_043
62,81165.0,82763.0,1,peg.63,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,60.02193865158978,TU_043
63,82747.0,83682.0,1,peg.64,K00384,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"trxB, thioredoxin reductase (NADPH) [EC:1.8.1.9]",trxB,265.38563112336436,TU_043
64,83711.0,85105.0,1,peg.65,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,437.8351227451153,TU_043
65,85127.0,86080.0,1,peg.66,K09762,Unclear,Unclear,Unclear,uncharacterized protein,uncharacterized protein,162.37471780459396,TU_043
66,86140.0,86376.0,1,peg.67,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,1140.67723811082,TU_043
67,86448.0,86714.0,1,peg.68,K03075,Genetic Information Processing,"Folding, Sorting and Degradation",Protein export,"secG, preprotein translocase subunit SecG",secG,101.1308986003934,TU_047
68,86739.0,90299.0,1,peg.69,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,1239.7930876269963,TU_047
69,90315.0,91661.0,1,peg.70,K01255,Metabolism,Biosynthesis,Cofactor biosynthesis,"CARP, leucyl aminopeptidase [EC:3.4.11.1]",CARP,638.8221136388864,TU_047
70,91753.0,93096.0,1,peg.71,K01255,Metabolism,Biosynthesis,Cofactor biosynthesis,"CARP, leucyl aminopeptidase [EC:3.4.11.1]",CARP,5415.092871363013,TU_048
71,93151.0,94500.0,1,peg.72,K01255,Metabolism,Biosynthesis,Cofactor biosynthesis,"CARP, leucyl aminopeptidase [EC:3.4.11.1]",CARP,1233.0150505453178,
72,94551.0,95225.0,1,peg.73,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,9836.925546798482,TU_049
73,95430.0,96719.0,1,peg.74,K01939,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"purA, adenylosuccinate synthase [EC:6.3.4.4]",purA,3645.8728360283662,TU_050
74,96737.0,98035.0,1,peg.75,K01756,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"purB, adenylosuccinate lyase [EC:4.3.2.2]",purB,683.6648837856369,TU_050
75,98070.0,99113.0,1,peg.76,K00948,Metabolism,Central Carbon Metabolism,Pentose phosphate metabolism,"PRPS, ribose-phosphate pyrophosphokinase [EC:2.7.6.1]",PRPS,1053.8235025546753,TU_050
76,99130.0,99690.0,1,peg.77,K01056,Metabolism,Other Enzymes,Other enzymes,"PTH1, peptidyl-tRNA hydrolase, PTH1 family [EC:3.1.1.29]",PTH1,384.070609871477,TU_050
77,99704.0,100627.0,-1,peg.78,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,251.17658847810011,TU_052
78,100698.0,102107.0,1,peg.79,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,176.3021387387864,
79,102230.0,102403.0,1,peg.80,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,124.4083209388441,
80,102862.0,103734.0,1,peg.81,K02990,Genetic Information Processing,Translation,Ribosome,"RP-S6, small subunit ribosomal protein S6",RP-S6,4940.076657048997,TU_053
81,103797.0,104252.0,1,peg.82,K03111,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"ssb, single-strand DNA-binding protein",ssb,7860.982166451174,TU_053
82,104279.0,104509.0,1,peg.83,K02963,Genetic Information Processing,Translation,Ribosome,"RP-S18, small subunit ribosomal protein S18",RP-S18,678.8195009655143,TU_053
83,104645.0,105088.0,1,peg.84,K02939,Genetic Information Processing,Translation,Ribosome,"RP-L9, large subunit ribosomal protein L9",RP-L9,2998.2966634544414,TU_055
84,105090.0,106436.0,1,peg.85,K02314,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"dnaB, replicative DNA helicase [EC:3.6.4.12]",dnaB,2523.0556958375846,TU_055
85,106502.0,107935.0,1,peg.86,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,2281.188857142371,TU_056
86,108044.0,108958.0,1,peg.87,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,433.9937411747621,TU_057
87,108974.0,110299.0,1,peg.88,K01883,Genetic Information Processing,Translation,tRNA loading and maturation,"CARS, cysteinyl-tRNA synthetase [EC:6.1.1.16]",CARS,1229.7984655725747,TU_057
88,110301.0,111029.0,1,peg.89,K03218,Genetic Information Processing,Translation,Ribosome biogenesis,"rlmB, 23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]",rlmB,238.09648605823782,TU_057
89,111271.0,111609.0,1,peg.90,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,907.5477418009809,TU_058
90,111621.0,112250.0,1,peg.91,K02601,Genetic Information Processing,Translation,Ribosome biogenesis,"nusG, transcription termination/antitermination protein NusG",nusG,4791.003426765801,TU_058
91,112385.0,114139.0,1,peg.92,K12574,Genetic Information Processing,"Folding, Sorting and Degradation",Nucleases,"rnj, ribonuclease J [EC:3.1.-.-]",rnj,831.7195797733875,TU_059
92,114152.0,114658.0,-1,peg.93,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,96.37522039588778,TU_060
93,114737.0,116071.0,1,peg.94,K15581,Metabolism,Membrane Transport,Transport,"oppB, oligopeptide transport system permease protein",oppB,3317.4487297934324,TU_061
94,116087.0,117058.0,1,peg.95,K15582,Metabolism,Membrane Transport,Transport,"oppC, oligopeptide transport system permease protein",oppC,3740.7401985517276,TU_061
95,117070.0,118638.0,1,peg.96,K15583,Metabolism,Membrane Transport,Transport,"oppD, oligopeptide transport system ATP-binding protein",oppD,1943.7141104596437,TU_061
96,118640.0,120493.0,1,peg.97,K10823,Metabolism,Other Enzymes,Other enzymes,"oppF, oligopeptide transport system ATP-binding protein",oppF,4171.992464603529,TU_061
97,120496.0,123477.0,1,peg.98,K15580,Metabolism,Membrane Transport,Transport,"oppA, oligopeptide transport system substrate-binding protein",oppA,5727.664398451281,TU_061
98,123545.0,124474.0,1,peg.99,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,77.42605065243852,
99,124565.0,127426.0,1,peg.100,K03466,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"ftsK, DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family",ftsK,1043.1900955182355,TU_062
100,127478.0,129244.0,1,peg.101,K03703,Genetic Information Processing,DNA Maintenance,DNA repair,"uvrC, excinuclease ABC subunit C",uvrC,875.0557841145769,
101,129303.0,129773.0,1,peg.102,K03624,Genetic Information Processing,Transcription,Transcription factors,"greA, transcription elongation factor GreA",greA,461.8479051344177,TU_063
102,129812.0,130684.0,1,peg.103,K07056,Genetic Information Processing,Translation,Ribosome biogenesis,"rsmI, 16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]",rsmI,267.5559077701941,
103,130854.0,131153.0,-1,peg.104,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,524.2220539499298,TU_065
104,131227.0,131667.0,1,peg.105,K01808,Metabolism,Central Carbon Metabolism,Pentose phosphate metabolism,"rpiB, ribose 5-phosphate isomerase B [EC:5.3.1.6]",rpiB,252.87762405812703,TU_066
105,131651.0,132889.0,1,peg.106,K00600,Metabolism,Central Carbon Metabolism,Other central metabolism enzymes,"glyA, glycine hydroxymethyltransferase [EC:2.1.2.1]",glyA,1696.0301035050552,TU_066
106,132935.0,133558.0,1,peg.107,K00761,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"upp, uracil phosphoribosyltransferase [EC:2.4.2.9]",upp,1716.883776911408,TU_066
107,134098.0,134961.0,1,peg.108,K02108,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF0A, F-type H+-transporting ATPase subunit a",ATPF0A,5353.60844528686,TU_068
108,134979.0,135293.0,1,peg.109,K02110,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF0C, F-type H+-transporting ATPase subunit c",ATPF0C,2612.7127311509134,TU_068
109,135322.0,135855.0,1,peg.110,K02109,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF0B, F-type H+-transporting ATPase subunit b",ATPF0B,10339.081951566763,TU_068
110,135860.0,136411.0,1,peg.111,K02113,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF1D, F-type H+-transporting ATPase subunit delta",ATPF1D,2349.291301690218,TU_068
111,136424.0,138001.0,1,peg.112,K02111,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF1A, F-type H+/Na+-transporting ATPase subunit alpha [EC:7.1.2.2 7.2.2.1]",ATPF1A,3785.5798914410047,TU_068
112,138001.0,138846.0,1,peg.113,K02115,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF1G, F-type H+-transporting ATPase subunit gamma",ATPF1G,2134.62604045384,TU_068
113,138856.0,140295.0,1,peg.114,K02112,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF1B, F-type H+/Na+-transporting ATPase subunit beta [EC:7.1.2.2 7.2.2.1]",ATPF1B,4958.084237736766,TU_068
114,140306.0,140605.0,1,peg.115,K02114,Metabolism,Energy Metabolism,Oxidative phosphorylation,"ATPF1E, F-type H+-transporting ATPase subunit epsilon",ATPF1E,1102.8396973505073,TU_068
115,140686.0,141090.0,1,peg.116,K04063,Metabolism,Other Enzymes,Other enzymes,"osmC, lipoyl-dependent peroxidase",osmC,618.4958013780869,TU_069
116,141291.0,142880.0,1,peg.117,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,329.6737255483055,TU_069
117,142941.0,144245.0,-1,peg.118,K00756,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"pdp, pyrimidine-nucleoside phosphorylase [EC:2.4.2.2]",pdp,311.5829034803311,TU_070
118,144340.0,146025.0,1,peg.119,K01835,Metabolism,Central Carbon Metabolism,Glycolysis and carbohydrate metabolism,"pgm, phosphoglucomutase [EC:5.4.2.2]",pgm,399.7052784970819,TU_071
119,146034.0,146696.0,1,peg.120,K01619,Metabolism,Central Carbon Metabolism,Pentose phosphate metabolism,"deoC, deoxyribose-phosphate aldolase [EC:4.1.2.4]",deoC,522.8985782257879,TU_071
120,146887.0,147225.0,1,peg.121,K02946,Genetic Information Processing,Translation,Ribosome,"RP-S10, small subunit ribosomal protein S10",RP-S10,2544.247880661011,TU_072
121,147290.0,148006.0,1,peg.122,K02906,Genetic Information Processing,Translation,Ribosome,"RP-L3, large subunit ribosomal protein L3",RP-L3,4461.906920313763,TU_072
122,148019.0,148645.0,1,peg.123,K02926,Genetic Information Processing,Translation,Ribosome,"RP-L4, large subunit ribosomal protein L4",RP-L4,3385.4864691168696,TU_072
123,148645.0,148929.0,1,peg.124,K02892,Genetic Information Processing,Translation,Ribosome,"RP-L23, large subunit ribosomal protein L23",RP-L23,2145.542636557373,TU_072
124,148996.0,149841.0,1,peg.125,K02886,Genetic Information Processing,Translation,Ribosome,"RP-L2, large subunit ribosomal protein L2",RP-L2,3079.730232675325,TU_072
125,149860.0,150123.0,1,peg.126,K02965,Genetic Information Processing,Translation,Ribosome,"RP-S19, small subunit ribosomal protein S19",RP-S19,2253.786901177067,TU_072
126,150142.0,150480.0,1,peg.127,K02890,Genetic Information Processing,Translation,Ribosome,"RP-L22, large subunit ribosomal protein L22",RP-L22,3331.6533369145177,TU_072
127,150499.0,151224.0,1,peg.128,K02982,Genetic Information Processing,Translation,Ribosome,"RP-S3, small subunit ribosomal protein S3",RP-S3,3647.3196427840944,TU_072
128,151224.0,151637.0,1,peg.129,K02878,Genetic Information Processing,Translation,Ribosome,"RP-L16, large subunit ribosomal protein L16",RP-L16,2740.929220446254,TU_072
129,151637.0,152056.0,1,peg.130,K02904,Genetic Information Processing,Translation,Ribosome,"RP-L29, large subunit ribosomal protein L29",RP-L29,5285.808132589974,TU_072
130,152056.0,152313.0,1,peg.131,K02961,Genetic Information Processing,Translation,Ribosome,"RP-S17, small subunit ribosomal protein S17",RP-S17,3471.3642544187483,TU_072
131,152327.0,152695.0,1,peg.132,K02874,Genetic Information Processing,Translation,Ribosome,"RP-L14, large subunit ribosomal protein L14",RP-L14,3392.7024696398003,TU_072
132,152709.0,153038.0,1,peg.133,K02895,Genetic Information Processing,Translation,Ribosome,"RP-L24, large subunit ribosomal protein L24",RP-L24,5365.798437255777,TU_072
133,153056.0,153598.0,1,peg.134,K02931,Genetic Information Processing,Translation,Ribosome,"RP-L5, large subunit ribosomal protein L5",RP-L5,4279.284454655891,TU_072
134,153618.0,153803.0,1,peg.135,K02954,Genetic Information Processing,Translation,Ribosome,"RP-S14, small subunit ribosomal protein S14",RP-S14,6982.965796614352,TU_072
135,153835.0,154224.0,1,peg.136,K02994,Genetic Information Processing,Translation,Ribosome,"RP-S8, small subunit ribosomal protein S8",RP-S8,6783.313984130098,TU_072
136,154244.0,154786.0,1,peg.137,K02933,Genetic Information Processing,Translation,Ribosome,"RP-L6, large subunit ribosomal protein L6",RP-L6,4088.7930348730465,TU_072
137,154812.0,155159.0,1,peg.138,K02881,Genetic Information Processing,Translation,Ribosome,"RP-L18, large subunit ribosomal protein L18",RP-L18,2844.024576229922,TU_072
138,155180.0,155800.0,1,peg.139,K02988,Genetic Information Processing,Translation,Ribosome,"RP-S5, small subunit ribosomal protein S5",RP-S5,6041.99649978221,TU_072
139,155819.0,156256.0,1,peg.140,K02876,Genetic Information Processing,Translation,Ribosome,"RP-L15, large subunit ribosomal protein L15",RP-L15,2812.359079338465,TU_072
140,156258.0,157718.0,1,peg.141,K03076,Genetic Information Processing,"Folding, Sorting and Degradation",Protein export,"secY, preprotein translocase subunit SecY",secY,2902.8677983851526,TU_072
141,157796.0,158203.0,1,peg.142,K01489,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"cdd, cytidine deaminase [EC:3.5.4.5]",cdd,55.6184313595165,TU_074
142,158217.0,158855.0,1,peg.143,K00939,Metabolism,Biosynthesis,Purine and pyrimidine metabolism,"adk, adenylate kinase [EC:2.7.4.3]",adk,477.5888750223265,TU_074
143,158856.0,159614.0,1,peg.144,K01265,Genetic Information Processing,"Folding, Sorting and Degradation",Peptidases,"map, methionyl aminopeptidase [EC:3.4.11.18]",map,3199.4454477112945,TU_074
144,159627.0,159863.0,1,peg.145,K02518,Genetic Information Processing,Translation,Translation factors,"infA, translation initiation factor IF-1",infA,466.6113140209255,TU_075
145,159933.0,160046.0,1,peg.146,K02919,Genetic Information Processing,Translation,Ribosome,"RP-L36, large subunit ribosomal protein L36",RP-L36,249.7684255609139,TU_075
146,160104.0,160469.0,1,peg.147,K02952,Genetic Information Processing,Translation,Ribosome,"RP-S13, small subunit ribosomal protein S13",RP-S13,2402.170378363073,TU_075
147,160492.0,160884.0,1,peg.148,K02948,Genetic Information Processing,Translation,Ribosome,"RP-S11, small subunit ribosomal protein S11",RP-S11,2608.96899091315,TU_075
148,160910.0,161863.0,1,peg.149,K03040,Genetic Information Processing,Transcription,RNA polymerase,"rpoA, DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]",rpoA,2253.7472552947825,TU_075
149,161884.0,162243.0,1,peg.150,K02879,Genetic Information Processing,Translation,Ribosome,"RP-L17, large subunit ribosomal protein L17",RP-L17,2303.379196276787,TU_075
150,162345.0,163565.0,1,peg.151,K16786,Metabolism,Membrane Transport,Transport,"ecfA1, energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]",ecfA1,1083.74092576342,TU_076
151,163556.0,164503.0,1,peg.152,K16787,Metabolism,Membrane Transport,Transport,"ecfA2, energy-coupling factor transport system ATP-binding protein [EC:3.6.3.-]",ecfA2,325.38186919643596,TU_076
152,164505.0,165503.0,1,peg.153,K16785,Metabolism,Membrane Transport,Transport,"ecfT, energy-coupling factor transport system permease protein",ecfT,567.9369234950776,TU_076
153,165513.0,166268.0,1,peg.154,K06173,Metabolism,Other Enzymes,Other enzymes,"truA, tRNA pseudouridine38-40 synthase [EC:5.4.99.12]",truA,197.7079158229111,TU_076
154,166496.0,170785.0,1,peg.155,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,1403.9242298571673,TU_077
155,170806.0,173346.0,1,peg.156,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,2007.280774213863,TU_077
156,173373.0,175871.0,-1,peg.157,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,1024.237552913627,TU_078
157,176079.0,181418.0,1,peg.158,Not mapped,Not mapped,Unknown,Unknown,Unknown,Unknown,446.15347380424055,TU_079
158,181534.0,183534.0,1,peg.159,K01972,Genetic Information Processing,DNA Maintenance,DNA replication and partition,"ligA, ligB, DNA ligase (NAD+) [EC:6.5.1.2]",ligA,302.5287531637888,TU_080
