,locus_tag,left,right,strand,name
45,BSU_28730,2939851,2940696,-1,Arabinooligosaccharides transport system permease protein AraQ
46,BSU_33970,3485670,3486758,1,Arabinose metabolism transcriptional repressor
47,BSU_37290,3830141,3830617,-1,Probable transcription regulator ArfM (Anaerobic respiration and fermentation modulator)
48,BSU_11210,1197326,1198102,1,Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (NAGK)
49,BSU_11190,1195034,1196071,1,N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)
50,BSU_29440,3011751,3013136,-1,Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)
51,BSU_29750,3045445,3046521,-1,3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS)
52,BSU_22700,2378012,2379100,-1,3-dehydroquinate synthase (DHQS) (EC 4.2.3.4)
53,BSU_23080,2412706,2413473,-1,Chorismate synthase (CS) (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)
54,BSU_22690,2377632,2378015,-1,Chorismate mutase AroH (CM) (EC 5.4.99.5)
55,BSU_03150,340025,340585,1,Shikimate kinase (SK) (EC 2.7.1.71)
56,BSU_25780,2655322,2655741,-1,Arsenate reductase (EC 1.20.4.4) (Arsenical pump modifier) (Protein ArsC)
57,BSU_23960,2490574,2491296,-1,Arginine ABC transporter ATP-binding protein ArtR
58,BSU_16750,1745991,1747031,1,Intracellular exo-alpha-L-arabinofuranosidase 2 (ABF) (EC 3.2.1.55) (Intracellular arabinan exo-alpha-L-arabinosidase) (Arabinosidase)
59,BSU_05330,579541,579876,1,HTH-type transcriptional repressor AseR
60,BSU_10790,1157237,1159081,1,Asparagine synthetase [glutamine-hydrolyzing] 3 (EC 6.3.5.4)
61,BSU_22370,2347660,2348841,-1,Aspartate aminotransferase (AspAT) (EC 2.6.1.1) (Transaminase A)
62,BSU_27550,2814743,2816521,-1,Aspartate--tRNA(Asp/Asn) ligase (EC 6.1.1.23) (Aspartyl-tRNA synthetase) (AspRS) (Non-discriminating aspartyl-tRNA synthetase) (ND-AspRS)
63,BSU_36800,3781069,3781467,-1,ATP synthase epsilon chain (ATP synthase F1 sector epsilon subunit) (F-ATPase epsilon subunit)
64,BSU_36810,3781491,3782912,-1,ATP synthase subunit beta (EC 7.1.2.2) (ATP synthase F1 sector subunit beta) (F-ATPase subunit beta) (Vegetative protein 31) (VEG31)
65,BSU_36820,3782938,3783801,-1,ATP synthase gamma chain (ATP synthase F1 sector gamma subunit) (F-ATPase gamma subunit)
66,BSU_33540,3445442,3446077,-1,FMN-dependent NADH:quinone oxidoreductase 2 (EC 1.6.5.-) (Azo-dye reductase 2) (FMN-dependent NADH-azo compound oxidoreductase 2) (FMN-dependent NADH-azoreductase 2) (EC 1.7.1.17)
67,BSU_37690,3868287,3869486,-1,Transaminase BacF (EC 2.6.1.-) (Transaminase A)
68,BSU_37680,3867493,3868272,1,NADPH-dependent reductase BacG (EC 1.3.1.-) (Bacilysin biosynthesis oxidoreductase YwfH) (H2HPP reductase)
69,BSU_09460,1023350,1024747,1,Branched-chain amino acid transporter BcaP
70,BSU_30380,3111327,3112088,-1,Bacitracin export ATP-binding protein BceA
71,BSU_30390,3112190,3113194,-1,Sensor protein BceS (EC 2.7.13.3)
72,BSU_36530,3758547,3759128,1,Undecaprenyl-diphosphatase BcrC (EC 3.6.1.27) (Undecaprenyl pyrophosphate phosphatase)
73,BSU_21460,2266936,2267349,-1,SPbeta prophage-derived disulfide bond formation protein A (Disulfide oxidoreductase A) (Thiol-disulfide oxidoreductase A)
74,BSU_33470,3437644,3438060,-1,Disulfide bond formation protein C (Disulfide oxidoreductase C) (Thiol-disulfide oxidoreductase C)
75,BSU_06240,677911,678951,-1,"(R,R)-butanediol dehydrogenase (EC 1.1.1.4) (Acetoin reductase/2,3-butanediol dehydrogenase) (AR/BDH)"
76,BSU_32010,3292490,3293359,-1,Ferri-bacillibactin esterase BesA (EC 3.1.-.-) (Bacillibactin trilactone hydrolase)
77,BSU_40110,4121166,4122605,-1,Aryl-phospho-beta-D-glucosidase BglA (EC 3.2.1.86) (6-phospho-beta-glucosidase)
78,BSU_18130,1940625,1942124,1,"Endoglucanase (EC 3.2.1.4) (Carboxymethyl-cellulase) (CMCase) (Cellulase) (Endo-1,4-beta-glucanase)"
79,BSU_39260,4032346,4033755,-1,Aryl-phospho-beta-D-glucosidase BglH (EC 3.2.1.86) (6-phospho-beta-glucosidase)
80,BSU_39270,4033778,4035607,-1,PTS system beta-glucoside-specific EIIBCA component (EIIBCA-Bgl) (EII-Bgl) [Includes: Beta-glucoside-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system beta-glucoside-specific EIIB component); Beta-glucoside permease IIC component (PTS system beta-glucoside-specific EIIC component); Beta-glucoside-specific phosphotransferase enzyme IIA component (PTS system beta-glucoside-specific EIIA component)]
81,BSU_39070,4011842,4012570,-1,"Beta-glucanase (EC 3.2.1.73) (1,3-1,4-beta-D-glucan 4-glucanohydrolase) (Endo-beta-1,3-1,4 glucanase) (Lichenase)"
82,BSU_21430,2264903,2265169,1,SPbeta prophage-derived protein BhlB
83,BSU_22440,2354918,2355895,-1,Bifunctional ligase/repressor BirA (Biotin--[acetyl-CoA-carboxylase] ligase) (EC 6.3.4.15) (Biotin--protein ligase) (Biotin-[acetyl-CoA carboxylase] synthetase)
84,BSU_26590,2716973,2718175,1,Multidrug resistance protein 2 (Multidrug-efflux transporter 2)
85,BSU_26580,2716035,2716856,-1,Multidrug-efflux transporter 2 regulator
86,BSU_24020,2495898,2496734,1,Multidrug-efflux transporter 1 regulator
87,BSU_24000,2493662,2494555,1,Putative lipid kinase BmrU (EC 2.7.1.-)
88,BSU_27750,2836909,2837421,-1,Protein BofC (Bypass-of-forespore protein C)
89,BSU_15300,1599283,1603584,1,Bacillopeptidase F (EC 3.4.21.-) (90 kDa serine proteinase) (Esterase) (RP-I protease)
90,BSU_22040,2316446,2316952,-1,Alkylpyrone methyltransferase
91,BSU_29600,3028297,3029634,1,Branched-chain amino acid transport system carrier protein BraB (Branched-chain amino acid uptake carrier BraB)
92,BSU_21860,2300221,2300655,-1,Bacilliredoxin BrxA (Brx-A) (Dithiol bacilliredoxin) (UPF0403 protein YphP)
93,BSU_23990,2493064,2493501,-1,Bacilliredoxin BrxB (Brx-B) (Dithiol bacilliredoxin) (UPF0403 protein YqiW)
94,BSU_03620,411578,412450,-1,HTH-type transcriptional regulator BsdA (Bsd operon regulatory protein)
95,BSU_03630,412540,413154,1,Probable UbiX-like flavin prenyltransferase (EC 2.5.1.129) (Phenolic acid decarboxylase subunit B) (PAD)
96,BSU_19460,2121641,2122306,-1,Probable N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 2 (GlcNAc-Mal deacetylase 2) (EC 3.5.1.-)
97,BSU_31080,3187503,3188048,1,Biofilm-surface layer protein A (ORF-1)
98,new_2273515_2273748,2273534,2273822,1,Small toxic protein BsrG
99,BSU_misc_RNA_92,2678876,2679014,-1,Probable small toxic protein BsrH
100,BSU_08390,913924,914460,1,Putative metal-dependent hydrolase HIR78_04660 (EC 3.-.-.-)
101,BSU_01640,183414,185003,-1,HTH-type transcriptional activator Btr (Bacillibactin transport regulator)
102,BSU_33490,3438853,3440961,-1,"Cadmium, zinc and cobalt-transporting ATPase (EC 7.2.2.12) (EC 7.2.2.21)"
103,BSU_08230,897588,897992,1,Putative oxidoreductase CatD (EC 1.-.-.-)
104,BSU_33680,3457615,3457941,1,CatDE operon transcriptional regulator CatR
105,BSU_22450,2355880,2357073,-1,CCA-adding enzyme (EC 2.7.7.72) (CCA tRNA nucleotidyltransferase) (tRNA CCA-pyrophosphorylase) (tRNA adenylyl-/cytidylyl- transferase) (tRNA nucleotidyltransferase) (tRNA-NT)
106,BSU_25190,2599523,2599885,-1,Cytochrome c-550 (Cytochrome c A)
107,BSU_35270,3625741,3626079,-1,Cytochrome c-551 (Cytochrome c B) (Cytochrome c551)
108,BSU_17930,1923234,1923941,1,Cytochrome c-type biogenesis protein CcdA
109,BSU_40870,4196786,4197721,-1,Catabolite control protein B
110,BSU_14140,1486045,1486926,1,Transcriptional regulator CcpC
111,BSU_01750,196213,197034,1,Cyclic di-AMP synthase CdaA (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)
112,BSU_19430,2118504,2119127,-1,Cyclic di-AMP synthase CdaS (c-di-AMP synthase) (EC 2.7.7.85) (Diadenylate cyclase) (DAC)
113,BSU_16540,1722000,1722809,1,Phosphatidate cytidylyltransferase (EC 2.7.7.41) (CDP-DAG synthase) (CDP-DG synthase) (CDP-diacylglycerol synthase) (CDS) (CDP-diglyceride pyrophosphorylase) (CDP-diglyceride synthase) (CTP:phosphatidate cytidylyltransferase)
114,BSU_19780,2148676,2149077,1,Protein CgeA
115,BSU_19760,2146821,2148101,-1,Protein CgeD
116,BSU_19750,2146013,2146792,-1,Uncharacterized N-acetyltransferase CgeE (EC 2.3.1.-)
117,BSU_07920,865205,866260,1,Ca(2+)/H(+) antiporter ChaA
118,BSU_14010,1473605,1474516,1,Chemotaxis protein CheV
119,BSU_36110,3720925,3721401,1,Chromate efflux transcriptional regulator ChrS
120,BSU_38770,3979753,3981105,1,Citrate/malate transporter (Citrate/malate-proton symporter)
121,BSU_09440,1021057,1022157,1,Citrate synthase 1 (EC 2.3.3.16) (Citrate synthase I)
122,BSU_18000,1926680,1929409,1,Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) (Aconitate/2-methylaconitate hydratase) (EC 4.2.1.-) (Iron-responsive protein-like) (IRP-like) (RNA-binding protein)
123,BSU_33040,3389024,3390412,-1,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase)
124,BSU_39060,4010404,4011684,1,Citrate transporter
125,BSU_07610,834383,835684,1,Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex (EC 2.3.1.61) (2-oxoglutarate dehydrogenase complex component E2) (OGDC-E2) (Dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase complex)
126,BSU_09430,1020073,1020948,-1,HTH-type transcriptional regulator CitR (Citrate synthase I repressor)
127,BSU_07580,830945,832573,1,Sensor protein CitS (EC 2.7.13.3)
128,BSU_29140,2981151,2982269,-1,Citrate synthase 2 (EC 2.3.3.16) (Citrate synthase II)
129,BSU_13700,1435628,1437727,-1,ATP-dependent Clp protease ATP-binding subunit ClpE (ATPase ClpE) (Heat shock protein HSP1)
130,BSU_34540,3546234,3546827,1,ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92) (Caseinolytic protease) (Endopeptidase Clp) (Stress protein G7)
131,BSU_16150,1688114,1688659,1,ATP-dependent protease subunit ClpQ (EC 3.4.21.-)
132,BSU_28220,2884781,2886043,-1,ATP-dependent Clp protease ATP-binding subunit ClpX
133,BSU_36590,3762664,3764112,1,Major cardiolipin synthase ClsA (CL synthase 2) (EC 2.7.8.-)
134,BSU_22890,2396045,2396719,-1,Cytidylate kinase (CK) (EC 2.7.4.25) (Cytidine monophosphate kinase) (CMP kinase)
135,BSU_00700,79092,79868,1,Type III pantothenate kinase (EC 2.7.1.33) (PanK-III) (Pantothenic acid kinase)
136,BSU_16140,1687187,1688101,1,Tyrosine recombinase XerC
137,BSU_11530,1229915,1231036,1,Competence protein CoiA
138,BSU_31680,3252804,3253448,-1,Transcriptional regulatory protein ComA (Competence protein A)
139,BSU_28070,2864426,2865172,-1,Prepilin leader peptidase/N-methyltransferase (Late competence protein ComC) [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]
140,BSU_25580,2639877,2640446,-1,ComE operon protein 2 (EC 3.5.-.-)
141,BSU_25570,2637543,2639873,-1,ComE operon protein 3
142,BSU_25600,2641214,2642035,1,ComE operon protein 4
143,BSU_24670,2556137,2556511,-1,ComG operon protein 7
144,BSU_10420,1117109,1117687,1,Competence transcription factor (CTF) (Competence protein K)
145,BSU_27660,2829152,2829448,-1,Post-transcriptional regulator ComN
146,BSU_31690,3253529,3255838,-1,Sensor histidine kinase ComP (EC 2.7.13.3)
147,BSU_11310,1207597,1207788,1,ComG operon repressor
148,BSU_33500,3441121,3443529,-1,Copper-exporting P-type ATPase (Protein CopA) (EC 7.2.2.8) (Copper-exporting P-type ATPase A) (Cu(+)-exporting ATPase)
149,BSU_24740,2560489,2561442,-1,Magnesium transport protein CorA
150,BSU_06300,683462,685003,-1,Laccase (EC 1.10.3.2) (Bilirubin oxidase) (EC 1.3.3.5) (Spore coat protein A)
151,BSU_36050,3714739,3715881,-1,Spore coat protein B
152,BSU_17700,1904995,1905195,-1,Spore coat protein C
153,BSU_22200,2332784,2333011,-1,Spore coat protein D
154,BSU_17030,1775067,1775612,1,Spore coat protein E
155,BSU_40530,4167110,4167592,1,Spore coat protein F [Cleaved into: 5 kDa coat protein; 8 kDa coat protein]
156,BSU_36060,3716009,3717097,-1,Inner spore coat protein H
157,BSU_30920,3162084,3163157,1,Spore coat protein I
158,BSU_06890,755907,756155,1,Protein CotJA
159,BSU_06910,756417,756986,1,Protein CotJC
160,BSU_17970,1925655,1926047,-1,Spore coat protein M
161,BSU_11730,1248665,1249348,1,Spore coat protein O
162,BSU_05550,601741,602172,-1,Spore coat protein P
163,BSU_34520,3542943,3544286,-1,Inner spore coat protein CotQ
164,BSU_34530,3544642,3545604,1,Putative sporulation hydrolase CotR (EC 3.1.1.-)
165,BSU_12090,1280626,1280874,-1,Spore coat protein T
166,BSU_17670,1901117,1901377,-1,Spore coat protein CotU
167,BSU_11770,1251273,1251590,-1,Spore coat protein W
168,BSU_11760,1250656,1251174,-1,Spore coat protein X
169,BSU_11750,1250016,1250504,-1,Spore coat protein Y
170,BSU_11740,1249442,1249888,-1,Spore coat protein Z
171,BSU_27830,2843931,2844527,-1,Sporulation cortex protein CoxA
172,BSU_11640,1240356,1242200,1,Carbamoyl-phosphate synthase arginine-specific small chain (EC 6.3.5.5) (Carbamoyl-phosphate synthetase glutamine chain)
173,BSU_34740,3569292,3569549,-1,HPr-like protein Crh (Catabolite repression HPr)
174,BSU_19040,2079214,2079546,-1,Probable chaperone CsaA
175,BSU_35180,3615116,3615346,-1,Protein CsbA
176,BSU_08600,930818,931807,1,Putative glycosyltransferase CsbB (EC 2.4.-.-)
177,BSU_39810,4088002,4089387,1,Probable metabolite transport protein CsbC
178,BSU_36670,3770104,3770292,-1,Stress response protein CsbD
179,BSU_27760,2837469,2838776,-1,Alpha-ketoglutarate permease
180,BSU_00240,35531,35725,1,Anti-sigma-G factor Gin (Protein CsfB)
181,BSU_02070,228066,228314,1,Sigma-G-dependent sporulation-specific SASP protein
182,BSU_04580,511157,512641,1,DEAD-box ATP-dependent RNA helicase CshA (EC 3.6.4.13)
183,BSU_25140,2594184,2595500,-1,DEAD-box ATP-dependent RNA helicase CshB (EC 3.6.4.13)
184,BSU_26890,2747984,2748817,-1,Chitosanase (EC 3.2.1.132)
185,BSU_33520,3443896,3444201,-1,Copper-sensing transcriptional repressor CsoR (Copper-sensitive operon repressor)
186,BSU_21930,2307905,2308105,1,Cold shock protein CspD
187,BSU_08930,970135,970617,1,Putative tRNA (cytidine(34)-2'-O)-methyltransferase (EC 2.1.1.207) (tRNA (cytidine/uridine-2'-O-)-methyltransferase CspR)
188,BSU_33010,3385724,3386401,1,Transcriptional regulatory protein CssR
189,BSU_28710,2936382,2938178,-1,Peptide transporter CstA (Carbon starvation protein A homolog)
190,BSU_14870,1558034,1558954,-1,Heme A synthase (HAS) (EC 1.17.99.9) (Cytochrome aa3-controlling protein)
191,BSU_14880,1559309,1560226,1,Protoheme IX farnesyltransferase (EC 2.5.1.141) (Heme B farnesyltransferase) (Heme O synthase)
192,BSU_14910,1563437,1564060,1,Cytochrome c oxidase subunit 3 (EC 7.1.1.9) (Caa-3605 subunit 3) (Cytochrome aa3 subunit 3) (Cytochrome c oxidase polypeptide III) (Oxidase aa(3) subunit 3)
193,BSU_12080,1279514,1280503,-1,Protoheme IX farnesyltransferase 1 (EC 2.5.1.141) (Heme B farnesyltransferase 1) (Heme O synthase 1)
194,BSU_19590,2131902,2133302,-1,Carboxy-terminal processing protease CtpA (C-terminal processing protease) (EC 3.4.21.102)
195,BSU_35240,3622356,3623798,-1,Carboxy-terminal processing protease CtpB (C-terminal processing protease) (EC 3.4.21.102)
196,BSU_00830,101449,101913,1,Transcriptional regulator CtsR (Class three stress gene repressor)
197,BSU_17410,1872812,1873579,-1,Sporulation-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)
198,BSU_01530,156612,157325,1,Germination-specific N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)
199,BSU_25710,2648903,2649655,-1,N-acetylmuramoyl-L-alanine amidase CwlH (EC 3.5.1.28) (Autolysin) (Cell wall hydrolase)
200,BSU_02600,282469,282897,1,Cell wall hydrolase CwlJ
201,BSU_02810,303804,304307,-1,Peptidoglycan L-alanyl-D-glutamate endopeptidase CwlK (EC 3.4.-.-)
202,BSU_34800,3574363,3575784,-1,Peptidoglycan DL-endopeptidase CwlO (EC 3.4.-.-) (D-gamma-glutamyl-meso-diaminopimelyl DL-endopeptidase) (PSPA2)
203,BSU_11570,1235163,1235708,-1,Bifunctional muramidase/murein lytic transglycosylase
204,BSU_19410,2115425,2116669,-1,D-gamma-glutamyl-meso-diaminopimelic acid endopeptidase CwlS (EC 3.4.19.11) (Cell wall lytic enzyme associated with cell separation)
205,BSU_38760,3977791,3979197,-1,Cytochrome bd ubiquinol oxidase subunit 1 (EC 7.1.1.7) (Cytochrome d ubiquinol oxidase subunit I)
206,BSU_38750,3976791,3977807,-1,Cytochrome bd ubiquinol oxidase subunit 2 (EC 7.1.1.7) (Cytochrome d ubiquinol oxidase subunit II)
207,BSU_38740,3975088,3976791,-1,ATP-binding/permease protein CydC
208,BSU_02100,229525,230778,1,Fatty-acid peroxygenase (EC 1.11.2.4) (Cytochrome P450 152A1) (Cytochrome P450BsBeta) (Fatty acid beta-hydroxylase)
209,BSU_35060,3602588,3603805,-1,Pulcherriminic acid synthase (EC 1.14.15.13) (CYP134A1) (Cyclo-L-leucyl-L-leucyl dipeptide oxidase) (Cytochrome P450 CypX)
210,BSU_15570,1630382,1631083,1,Adenosine 5'-phosphosulfate reductase 1 (APS reductase 1) (EC 1.8.4.10) (5'-adenylylsulfate reductase 1) (Thioredoxin-dependent 5'-adenylylsulfate reductase 1)
211,BSU_33430,3430598,3432313,-1,Sulfite reductase [NADPH] hemoprotein beta-component (SiR-HP) (SiRHP) (EC 1.8.1.2)
212,BSU_00730,81771,82697,1,Cysteine synthase (CSase) (EC 2.5.1.47) (O-acetylserine (thiol)-lyase) (OAS-TL) (Superoxide-inducible protein 11) (SOI11)
213,BSU_37650,3864309,3865208,-1,HTH-type transcriptional regulator CysL (CysJI operon transcriptional activator)
214,BSU_15580,1631095,1632159,1,Sulfate permease CysP
215,BSU_26650,2723892,2724827,-1,"Cadmium, cobalt and zinc/H(+)-K(+) antiporter"
216,BSU_26640,2722767,2723804,-1,Uncharacterized oxidoreductase CzcO (EC 1.-.-.-)
217,BSU_19120,2084786,2085109,-1,HTH-type transcriptional repressor CzrA
218,BSU_00100,17534,18865,1,D-alanyl-D-alanine carboxypeptidase DacA (CPase) (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 5) (PBP-5)
219,BSU_18350,1998340,1999815,-1,D-alanyl-D-alanine carboxypeptidase DacC (DD-carboxypeptidase) (DD-peptidase) (EC 3.4.16.4) (Penicillin-binding protein 4a) (PBP-4a)
220,BSU_32170,3306040,3306894,-1,Diaminopimelate epimerase (DAP epimerase) (EC 5.1.1.7) (PLP-independent amino acid racemase)
221,BSU_00290,39871,40200,1,Cyclic di-AMP receptor A (c-di-AMP receptor A) (PII-like signal transduction protein DarA)
222,BSU_09670,1041994,1042842,1,D-alanine aminotransferase (EC 2.6.1.21) (D-amino acid aminotransferase) (D-amino acid transaminase) (DAAT) (D-aspartate aminotransferase)
223,BSU_00140,22496,23149,-1,Deoxyadenosine/deoxycytidine kinase (dAK/dCK) (EC 2.7.1.74) (EC 2.7.1.76)
224,BSU_04440,496646,497698,-1,C4-dicarboxylate-binding protein DctB
225,BSU_04460,499365,500045,1,Probable C4-dicarboxylate response regulator DctR
226,BSU_04450,497768,499375,1,Probable C4-dicarboxylate sensor kinase (EC 2.7.13.3)
227,BSU_04560,508248,509312,1,D-alanine--D-alanine ligase (EC 6.3.2.4) (D-Ala-D-Ala ligase) (D-alanylalanine synthetase)
228,BSU_39110,4015987,4017426,-1,ATP-dependent RNA helicase DbpA (EC 3.6.4.13)
229,BSU_14560,1526195,1526749,-1,Peptide deformylase 2 (PDF 2) (EC 3.5.1.88) (Polypeptide deformylase 2)
230,BSU_31720,3257092,3257232,-1,Degradation enzyme regulation protein DegQ (Regulatory factor SacQ)
231,BSU_21940,2308157,2308339,-1,Regulatory protein DegR
232,BSU_35500,3645379,3646536,-1,Signal transduction histidine-protein kinase/phosphatase DegS (EC 2.7.13.3) (EC 3.1.3.-)
233,BSU_35480,3643664,3644509,-1,Protein DegV
234,BSU_19180,2089396,2090454,1,Fatty acid desaturase (EC 1.14.19.-) (Delta(5) acyl-lipid desaturase) (Delta(5) desaturase)
235,BSU_19190,2090574,2091686,1,Sensor histidine kinase DesK (EC 2.7.13.3)
236,BSU_21810,2296603,2297109,-1,Dihydrofolate reductase (EC 1.5.1.3)
237,BSU_09120,985734,986813,-1,Diguanylate cyclase DgcK
238,BSU_06720,736436,737347,1,Diacylglycerol kinase (DAG kinase) (DAGK) (EC 2.7.1.107)
239,BSU_19310,2100580,2102067,1,Putative aldehyde dehydrogenase DhaS (EC 1.2.1.3)
240,BSU_15240,1593704,1594495,1,Cell division protein DivIB (Cell division and sporulation protein) (Division initiation protein DivIB)
241,BSU_15420,1612521,1613015,1,Septum site-determining protein DivIVA (Cell division initiation protein DivIVA) (Minicell-associated protein DivIVA)
242,BSU_38500,3952275,3953786,1,D-alanine--D-alanyl carrier protein ligase (DCL) (EC 6.2.1.54) (D-alanine--poly(phosphoribitol) ligase subunit 1) (D-alanine-activating enzyme) (DAE)
