,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism
29,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,28,127,0,1,0.32,NC_000913,2074701,SNP,intergenic (+43/‑78),A→C,flu/yeeR,False,Escherichia coli
17,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,28,127,0,1,0.25,NC_000913,2177245,SNP,intergenic (‑41/+267),G→T,gatY/fbaB,False,Escherichia coli
108,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,28,127,0,1,0.21,NC_000913,2449194,SNP,intergenic (+37/+34),A→C,smrB/yfcO,False,Escherichia coli
38,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_7_0_TAPS-NC_000913_3gb,28,127,0,1,0.23,NC_000913,4392457,SNP,intergenic (+22/‑15),G→T,glyV/glyX,False,Escherichia coli
7,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,19,67,1,1,1.0,NC_000913,3247537,SNP,intergenic (+109/‑236),C→T,exuR/yqjA,False,Escherichia coli
41,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,20,78,0,1,1.0,NC_000913,142711,SNP,intergenic (‑41/‑68),A→T,can/yadG,False,Escherichia coli
34,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,20,57,1,1,1.0,NC_000913,3354432,SNP,intergenic (‑382/‑293),G→T,yhcC/gltB,False,Escherichia coli
17,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,23,75,0,1,0.56,NC_000913,29545,SNP,intergenic (+350/‑106),G→A,dapB/carA,False,Escherichia coli
7,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,24,72,0,1,1.0,NC_000913,3247537,SNP,intergenic (+109/‑236),C→T,exuR/yqjA,False,Escherichia coli
0,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_9_0_TAPS-NC_000913_3gb,24,72,1,1,1.0,NC_000913,4133781,SNP,intergenic (+275/‑54),C→T,metF/katG,False,Escherichia coli
700,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,255855,SNP,intergenic (‑139/‑122),A→T,pepD/gpt,False,Escherichia coli
671,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,432179,SNP,intergenic (‑166/+133),C→T,tsx/yajI,False,Escherichia coli
156,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,3,1,1.0,NC_000913,1624020,SNP,intergenic (‑170/+85),G→A,dgcZ/ydeI,False,Escherichia coli
159,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,2304838,SNP,intergenic (+445/+270),A→G,eco/mqo,False,Escherichia coli
525,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,3269918,SNP,intergenic (+316/+298),G→A,yhaC/rnpB,False,Escherichia coli
342,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,244,1,1,1.0,NC_000913,3405057,SNP,intergenic (+26/‑379),G→A,yrdE/accB,False,Escherichia coli
176,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,4136037,SNP,intergenic (+22/‑71),C→T,katG/yijE,False,Escherichia coli
530,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,3,412,2,1,1.0,NC_000913,4283250,SNP,intergenic (‑175/+3),A→G,yjcF/actP,False,Escherichia coli
731,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,4,403,0,1,0.36,NC_000913,2151689,SNP,intergenic (+43/+22),G→T,yegJ/yegK,False,Escherichia coli
26,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,40,1,1,1.0,NC_000913,354812,SNP,intergenic (+220/‑110),C→T,prpE/codB,False,Escherichia coli
689,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,406,1,1,1.0,NC_000913,637742,SNP,intergenic (‑124/+85),G→C,ybdO/dsbG,False,Escherichia coli
731,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,406,0,1,0.5,NC_000913,2151689,SNP,intergenic (+43/+22),G→T,yegJ/yegK,False,Escherichia coli
412,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,20,1,1,1.0,NC_000913,16725,SNP,intergenic (+168/+26),T→A,insL1/hokC,False,Escherichia coli
621,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,43187,SNP,intergenic (+14/‑1),T→G,fixA/fixB,False,Escherichia coli
707,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,113356,SNP,intergenic (‑137/‑88),A→C,coaE/guaC,False,Escherichia coli
432,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,122070,SNP,intergenic (‑519/‑22),A→C,aroP/pdhR,False,Escherichia coli
518,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,138704,SNP,intergenic (+71/+131),A→C,cueO/gcd,False,Escherichia coli
67,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,142754,SNP,intergenic (‑84/‑25),A→C,can/yadG,False,Escherichia coli
73,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,313275,SNP,intergenic (‑33/+441),T→G,ykgR/ykgP,False,Escherichia coli
74,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,385074,SNP,intergenic (‑458/‑158),T→G,yaiS/tauA,False,Escherichia coli
185,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,467350,SNP,intergenic (‑38/‑62),A→C,ybaE/cof,False,Escherichia coli
348,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,570560,SNP,intergenic (+132/‑333),A→C,ybcK/ybcL,False,Escherichia coli
538,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,699371,SNP,intergenic (‑194/+203),T→G,asnB/umpH,False,Escherichia coli
89,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,754738,SNP,intergenic (‑270/‑439),A→C,gltA/sdhC,False,Escherichia coli
91,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,813480,SNP,intergenic (+533/‑46),A→C,bioD/uvrB,False,Escherichia coli
638,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,832388,SNP,intergenic (+152/+80),T→G,rhlE/ybiA,False,Escherichia coli
191,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,880543,SNP,intergenic (‑63/‑184),A→C,gstB/dacC,False,Escherichia coli
61,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,954603,SNP,intergenic (‑137/+269),T→G,focA/ycaO,False,Escherichia coli
193,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1064004,SNP,intergenic (‑229/‑32),T→G,cbpA/yccE,False,Escherichia coli
103,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1068370,SNP,intergenic (+116/+141),T→G,ymdF/rutG,False,Escherichia coli
725,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1114259,SNP,intergenic (‑78/+5),A→C,msyB/mdtG,False,Escherichia coli
111,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1216638,SNP,intergenic (+3/‑110),T→G,ariR/ymgC,False,Escherichia coli
351,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1256574,SNP,intergenic (‑622/+147),T→G,ycgV/ychF,False,Escherichia coli
556,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1311079,SNP,intergenic (‑214/‑10),T→G,yciI/tonB,False,Escherichia coli
195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli
546,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1417487,SNP,intergenic (‑101/+1),T→G,recE/racC,False,Escherichia coli
355,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1546032,SNP,intergenic (‑4/+256),A→C,yddL/yddG,False,Escherichia coli
119,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1552310,SNP,intergenic (+319/+88),T→G,fdnI/yddM,False,Escherichia coli
123,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1598136,SNP,intergenic (‑149/+481),A→C,yneO/lsrK,False,Escherichia coli
570,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1671310,SNP,intergenic (+358/‑66),A→C,ynfM/asr,False,Escherichia coli
132,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,1741263,SNP,intergenic (+141/‑150),A→C,ydhC/cfa,False,Escherichia coli
654,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,1823297,SNP,intergenic (+12/‑218),T→G,nadE/cho,False,Escherichia coli
587,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1937568,SNP,intergenic (+47/‑81),A→C,yebK/pykA,False,Escherichia coli
356,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2077040,SNP,intergenic (+2/‑72),T→G,yeeT/cbeA,False,Escherichia coli
199,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,2142253,SNP,intergenic (‑38/+54),A→C,dcd/udk,False,Escherichia coli
151,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2151093,SNP,intergenic (‑108/‑92),T→G,yegI/yegJ,False,Escherichia coli
594,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,2168327,SNP,intergenic (‑21/‑385),A→C,yegR/yegS,False,Escherichia coli
358,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2185809,SNP,intergenic (‑13/‑108),T→G,rcnR/rcnA,False,Escherichia coli
550,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,2278251,SNP,intergenic (‑14/+319),A→C,yejG/bcr,False,Escherichia coli
361,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2278486,SNP,intergenic (‑249/+84),T→G,yejG/bcr,False,Escherichia coli
732,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,2290390,SNP,intergenic (‑210/‑110),A→C,yejO/narP,False,Escherichia coli
209,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,2323353,SNP,intergenic (+102/‑94),T→G,atoC/atoD,False,Escherichia coli
439,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,2373622,SNP,intergenic (‑84/+26),A→C,pmrD/menE,False,Escherichia coli
213,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,2393051,SNP,intergenic (‑10/+154),T→G,nuoM/nuoL,False,Escherichia coli
215,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,2411354,SNP,intergenic (‑2/+85),A→C,yfbS/yfbT,False,Escherichia coli
2,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,2419184,SNP,intergenic (‑8/+50),A→C,yfcD/yfcE,False,Escherichia coli
442,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,2423570,SNP,intergenic (‑31/+166),A→C,yfcI/hisP,False,Escherichia coli
447,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,2616067,SNP,intergenic (‑186/‑27),T→G,yfgO/bepA,False,Escherichia coli
734,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,52,1,1.0,NC_000913,2788675,SNP,intergenic (+26/‑310),A→C,ygaQ/csiD,False,Escherichia coli
233,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,2904306,SNP,intergenic (+932/+441),T→G,ygcE/queE,False,Escherichia coli
451,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,2922239,SNP,intergenic (‑139/+296),T→G,gudP/yqcA,False,Escherichia coli
453,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,53,1,1.0,NC_000913,2966116,SNP,intergenic (‑79/+72),A→C,lgt/ptsP,False,Escherichia coli
