,Unnamed: 0,Unnamed: 0.1,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_mid
96,6023,165,TOL_hexamethylenediamine,4,50,2,1,1.0,NC_000913,2231778,SNP,intergenic (+64/‑66),G→T,yohK/cdd,False,Escherichia coli,2231766,2231787,CRP,24.0,1.5
103,6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576891,576912,CRP,24.0,-10.5
104,5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577008,577020,IHF,24.0,6.0
105,6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312853,2312867,Lrp,5.0,6.0
106,6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312852,2312866,Lrp,5.0,7.0
107,6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312852,2312866,Lrp,5.0,7.0
109,4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100715,4100728,FNR,3.0,-4.5
113,5344,311,HOT_dnaQ,11,142,1,1,1.0,NC_000913,3853312,SNP,intergenic (‑324/‑241),T→C,ivbL/tisB,False,Escherichia coli,3853299,3853318,LexA,10.0,3.5
117,4612,50,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,11,83,0,1,1.0,NC_000913,1764427,SNP,intergenic (‑41/+286),G→A,sufA/rydB,False,Escherichia coli,1764427,1764445,Fur,6.0,-9.0
120,5943,345,"TOL_2,3-butanediol",4,50,1,1,1.0,NC_000913,1230727,SNP,intergenic (‑333/‑40),C→A,hlyE/umuD,False,Escherichia coli,1230708,1230727,LexA,10.0,9.5
121,5946,345,"TOL_2,3-butanediol",5,50,1,1,1.0,NC_000913,1230727,SNP,intergenic (‑333/‑40),C→A,hlyE/umuD,False,Escherichia coli,1230708,1230727,LexA,10.0,9.5
124,5861,1333,"TOL_1,2-propanediol",5,50,1,1,1.0,NC_000913,1901862,SNP,intergenic (‑277/‑186),T→C,yoaE/manX,False,Escherichia coli,1901842,1901864,NagC,4.0,9.0
127,5976,61,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,2013101,SNP,intergenic (‑87/‑128),T→G,fliE/fliF,False,Escherichia coli,2013097,2013113,FlhDC,2.0,-4.0
128,5976,61,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,2013101,SNP,intergenic (‑87/‑128),T→G,fliE/fliF,False,Escherichia coli,2013097,2013113,FlhDC,2.0,-4.0
132,6034,21,TOL_hexamethylenediamine,6,50,2,1,1.0,NC_000913,990447,SNP,intergenic (‑91/‑175),A→C,pncB/pepN,False,Escherichia coli,990441,990462,CRP,24.0,-4.5
138,5885,555,"TOL_1,2-propanediol",7,50,2,1,1.0,NC_000913,3088189,SNP,intergenic (+329/‑95),T→C,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-4.5
139,6435,48,tpiKO,1,8,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-5.5
140,6436,22,tpiKO,1,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
141,6437,22,tpiKO,2,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
142,6439,22,tpiKO,3,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
143,6446,22,tpiKO,4,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
144,6450,22,tpiKO,5,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
145,6451,48,tpiKO,6,28,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-5.5
146,6452,22,tpiKO,6,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
147,6454,22,tpiKO,7,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
148,6455,90,tpiKO,10,28,1,1,1.0,NC_000913,3088191,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-2.5
149,6456,22,tpiKO,10,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalS,13.0,-0.5
151,5885,555,"TOL_1,2-propanediol",7,50,2,1,1.0,NC_000913,3088189,SNP,intergenic (+329/‑95),T→C,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-4.5
152,6435,48,tpiKO,1,8,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-5.5
153,6436,22,tpiKO,1,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
154,6437,22,tpiKO,2,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
155,6439,22,tpiKO,3,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
156,6446,22,tpiKO,4,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
157,6450,22,tpiKO,5,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
158,6451,48,tpiKO,6,28,1,1,1.0,NC_000913,3088188,SNP,intergenic (+328/‑96),G→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-5.5
159,6452,22,tpiKO,6,8,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
160,6454,22,tpiKO,7,28,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
161,6455,90,tpiKO,10,28,1,1,1.0,NC_000913,3088191,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-2.5
162,6456,22,tpiKO,10,9,1,1,1.0,NC_000913,3088193,SNP,intergenic (+333/‑91),C→A,metK/galP,False,Escherichia coli,3088186,3088201,GalR,13.0,-0.5
166,6045,73,TOL_hexamethylenediamine,6,50,1,1,1.0,NC_000913,4133696,SNP,intergenic (+190/‑139),A→C,metF/katG,False,Escherichia coli,4133693,4133706,FNR,3.0,-3.5
168,6030,10,TOL_hexamethylenediamine,6,50,2,1,1.0,NC_000913,403627,SNP,intergenic (+26/‑76),T→G,psiF/yaiC,False,Escherichia coli,403615,403629,CsgD,2.0,5.0
169,5989,351,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,2822103,SNP,intergenic (‑92/+36),A→C,alaS/recX,False,Escherichia coli,2822080,2822114,AlaS,1.0,6.0
171,5334,109,HOT_dnaQ,11,56,1,1,1.0,NC_000913,3669340,SNP,intergenic (‑152/‑252),A→G,yhjA/treF,False,Escherichia coli,3669339,3669355,OxyR,4.0,-7.0
177,5790,1030,"TOL_1,2-propanediol",1,50,3,1,1.0,NC_000913,3790211,SNP,intergenic (‑130/+109),T→C,waaH/tdh,False,Escherichia coli,3790199,3790219,PhoB,14.0,2.0
178,5844,1030,"TOL_1,2-propanediol",3,50,1,1,1.0,NC_000913,3790211,SNP,intergenic (‑130/+109),T→C,waaH/tdh,False,Escherichia coli,3790199,3790219,PhoB,14.0,2.0
187,4299,4312,EEPmenFubiC,1,51,1,1,1.0,NC_000913,1165961,SNP,intergenic (+276/‑124),C→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,4.0
188,4307,4324,EEPmenFubiC,3,54,0,1,1.0,NC_000913,1165953,SNP,intergenic (+268/‑132),G→A,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,-4.0
189,4311,4141,EEPmenFubiC,4,55,0,1,1.0,NC_000913,1165956,SNP,intergenic (+271/‑129),A→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,-1.0
190,4320,4141,EEPmenFubiC,9,14,1,1,1.0,NC_000913,1165956,SNP,intergenic (+271/‑129),A→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,-1.0
191,4518,4085,EEPmenFubiC,12,14,1,1,1.0,NC_000913,1165960,SNP,intergenic (+275/‑125),C→T,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,3.0
192,5875,735,"TOL_1,2-propanediol",7,50,1,1,1.0,NC_000913,1165959,SNP,intergenic (+274/‑126),A→G,ycfP/ndh,False,Escherichia coli,1165949,1165965,PdhR,9.0,2.0
503,5387,229,HOT_dnaQ,12,204,1,1,1.0,NC_000913,3244987,SNP,intergenic (‑246/‑237),C→T,uxaC/exuT,False,Escherichia coli,3244976,3244993,ExuR,2.0,2.5
504,5387,229,HOT_dnaQ,12,204,1,1,1.0,NC_000913,3244987,SNP,intergenic (‑246/‑237),C→T,uxaC/exuT,False,Escherichia coli,3244976,3244993,ExuR,2.0,2.5
506,4612,50,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,11,83,0,1,1.0,NC_000913,1764427,SNP,intergenic (‑41/+286),G→A,sufA/rydB,False,Escherichia coli,1764419,1764430,NsrR,1.0,2.5
520,4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100717,4100735,Fur,6.0,-9.0
527,6059,169,TOL_octanoic_acid,5,50,1,1,1.0,NC_000913,89556,SNP,intergenic (+524/‑78),A→G,cra/mraZ,False,Escherichia coli,89546,89562,PdhR,9.0,2.0
532,5309,190,HOT_dnaQ,11,56,0,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli,1100216,1100244,CytR,3.0,3.0
533,5362,190,HOT_dnaQ,12,56,0,1,1.0,NC_000913,1100233,SNP,intergenic (+39/‑63),G→A,ycdY/ycdZ,False,Escherichia coli,1100216,1100244,CytR,3.0,3.0
543,5352,138,HOT_dnaQ,11,212,1,1,1.0,NC_000913,4503627,SNP,intergenic (‑196/‑431),A→G,insG/yjhB,False,Escherichia coli,4503624,4503629,NanR,2.0,0.5
544,5848,1055,"TOL_1,2-propanediol",3,50,2,1,1.0,NC_000913,4503643,SNP,intergenic (‑212/‑415),T→C,insG/yjhB,False,Escherichia coli,4503641,4503646,NanR,2.0,-0.5
548,5361,338,HOT_dnaQ,12,56,1,1,1.0,NC_000913,914948,SNP,intergenic (‑91/+404),A→G,ybjE/aqpZ,False,Escherichia coli,914942,914959,ArgR,4.0,-2.5
549,6041,43,TOL_hexamethylenediamine,6,50,1,1,1.0,NC_000913,2924700,SNP,intergenic (‑587/+35),T→G,yqcC/syd,False,Escherichia coli,2924698,2924716,UvrY,1.0,-7.0
596,5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,SoxS,131.0,-4.5
640,5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911146,MarA,131.0,-4.5
641,6453,4,tpiKO,7,28,1,1,1.0,NC_000913,1420279,SNP,intergenic (‑38/‑86),C→A,racR/ydaS,False,Escherichia coli,1420270,1420281,,,3.5
643,5973,54,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,1842229,SNP,intergenic (‑94/‑142),T→G,ynjH/gdhA,False,Escherichia coli,1842219,1842238,ArgP,47.0,0.5
647,3619,51,CCK_tpi,15,88,0,1,1.0,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,NemR,2.0,3.0
649,3619,51,CCK_tpi,15,88,0,1,1.0,NC_000913,1726004,SNP,intergenic (‑84/‑19),G→A,ydhL/nemR,False,Escherichia coli,1725993,1726009,RutR,2.0,3.0
668,5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577008,577023,,,4.5
672,5543,30,HOT_mutL,16,258,1,1,1.0,NC_000913,3671943,SNP,intergenic (‑49/‑471),G→C,yhjB/yhjC,False,Escherichia coli,3671935,3671950,,,0.5
675,6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576874,576891,,,8.5
773,5318,470,HOT_dnaQ,11,56,0,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli,2278283,2278298,,,7.5
774,5377,470,HOT_dnaQ,12,56,0,1,1.0,NC_000913,2278298,SNP,intergenic (‑61/+272),C→T,yejG/bcr,False,Escherichia coli,2278283,2278298,,,7.5
779,5821,944,"TOL_1,2-propanediol",3,50,2,1,1.0,NC_000913,850338,SNP,intergenic (‑241/‑112),A→G,rhtA/ompX,False,Escherichia coli,850332,850347,,,-1.5
833,5403,397,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3828936,SNP,intergenic (‑271/‑9),T→C,gltS/xanP,False,Escherichia coli,3828930,3828945,,,-1.5
878,5915,85,"TOL_2,3-butanediol",3,50,3,1,1.0,NC_000913,911132,SNP,intergenic (‑83/+50),A→G,poxB/hcr,False,Escherichia coli,911127,911144,,,-3.5
879,5947,445,TOL_adipic_acid,1,50,2,1,1.0,NC_000913,2530235,SNP,intergenic (‑59/+12),G→T,ligA/zipA,False,Escherichia coli,2530231,2530248,,,-4.5
880,4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100709,4100726,,,-0.5
903,6049,42,TOL_isobutyric_acid,3,50,1,1,1.0,NC_000913,522892,SNP,intergenic (+62/‑369),A→C,ybbP/rhsD,False,Escherichia coli,522884,522901,,,-0.5
905,6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576888,576905,,,-5.5
906,5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577007,577024,,,4.5
910,5361,338,HOT_dnaQ,12,56,1,1,1.0,NC_000913,914948,SNP,intergenic (‑91/+404),A→G,ybjE/aqpZ,False,Escherichia coli,914936,914953,,,3.5
929,5992,362,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,3149618,SNP,intergenic (‑147/‑44),A→C,yqhA/yghA,False,Escherichia coli,3149612,3149629,,,-2.5
930,5540,293,HOT_mutL,16,201,1,1,1.0,NC_000913,3361104,SNP,intergenic (+488/‑72),T→C,gltD/gltF,False,Escherichia coli,3361087,3361104,,,8.5
931,5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727863,3727880,,,8.5
932,5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727873,3727890,,,-1.5
933,5400,395,HOT_dnaQ,12,56,1,1,1.0,NC_000913,3727880,SNP,intergenic (‑132/+37),T→C,yiaB/xylB,False,Escherichia coli,3727876,3727893,,,-4.5
935,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294351,4294368,,,6.5
936,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294356,4294373,,,1.5
937,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294357,4294374,,,0.5
938,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294359,4294376,,,-1.5
939,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294360,4294377,,,-2.5
940,5949,182,TOL_adipic_acid,1,50,1,1,1.0,NC_000913,4294366,SNP,intergenic (+227/‑115),A→T,nrfG/gltP,False,Escherichia coli,4294365,4294382,,,-7.5
943,5966,277,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,1404625,SNP,intergenic (‑60/‑116),A→C,abgA/abgR,False,Escherichia coli,1404611,1404628,,,5.5
944,5907,449,"TOL_2,3-butanediol",2,50,1,1,1.0,NC_000913,1979639,SNP,intergenic (‑424/‑114),T→C,insA/uspC,False,Escherichia coli,1979632,1979649,,,-1.5
