,Unnamed: 0,exp,ale,flask,isolate,tech_rep,presence,Reference Seq,Position,Mutation Type,Details,Sequence Change,Gene,coding,organism,left,right,tf,snp_per_tf,dist_to_left
4034,64,EEPcydBappCcyoB,2,21,0,1,0.25,NC_000913,1889917,SNP,intergenic (‑171/+34),C→G,fadD/yeaY,False,Escherichia coli,1889905,1889921,FadR,6.0,12
4035,147,EEPcydBappCcyoB,2,21,0,1,0.24,NC_000913,1889918,SNP,intergenic (‑172/+33),A→G,fadD/yeaY,False,Escherichia coli,1889905,1889921,FadR,6.0,13
4036,65,EEPcydBappCcyoB,2,21,0,1,0.24,NC_000913,1889919,SNP,intergenic (‑173/+32),G→T,fadD/yeaY,False,Escherichia coli,1889905,1889921,FadR,6.0,14
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,7
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,8
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,7
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,8
3703,306,EEP_ndh_nuoB,5,62,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,7
3704,212,EEP_ndh_nuoB,5,62,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,8
3829,306,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,595519,SNP,intergenic (‑76/‑81),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,7
3830,212,EEP_ndh_nuoB,7,34,0,1,0.24,NC_000913,595520,SNP,intergenic (‑77/‑80),T→A,cusR/cusC,False,Escherichia coli,595512,595528,CusR,8.0,8
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100715,4100729,ArcA,5.0,2
6107,613,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,1157651,SNP,intergenic (+77/‑218),A→G,ycfH/ptsG,False,Escherichia coli,1157640,1157654,Fis,5.0,11
6107,613,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,1157651,SNP,intergenic (+77/‑218),A→G,ycfH/ptsG,False,Escherichia coli,1157640,1157654,Fis,5.0,11
5692,118,SSW_GLU_XYL,1,163,0,2,0.76,NC_000913,3305873,SNP,intergenic (‑56/+98),A→G,mtr/deaD,False,Escherichia coli,3305863,3305880,TrpR,2.0,10
4961,167,GYD,22,44,0,1,0.21,NC_000913,4419860,SNP,intergenic (‑235/‑120),G→T,ulaG/ulaA,False,Escherichia coli,4419856,4419877,CRP,24.0,4
5597,250,ILT_mg1655,4,84,10,1,1.0,NC_000913,4494499,SNP,intergenic (‑93/‑124),C→T,idnD/idnK,False,Escherichia coli,4494484,4494503,GntR,4.0,15
5597,250,ILT_mg1655,4,84,10,1,1.0,NC_000913,4494499,SNP,intergenic (‑93/‑124),C→T,idnD/idnK,False,Escherichia coli,4494484,4494503,GntR,4.0,15
5884,1616,"TOL_1,2-propanediol",7,50,1,1,1.0,NC_000913,2832456,SNP,intergenic (‑167/‑20),C→T,norR/norV,False,Escherichia coli,2832449,2832461,IHF,24.0,7
6067,48,TOL_octanoic_acid,5,50,1,1,1.0,NC_000913,2832456,SNP,intergenic (‑167/‑20),C→T,norR/norV,False,Escherichia coli,2832449,2832461,IHF,24.0,7
6082,35,Threonine_TALE,1,57,1,0,1.0,NC_000913,2804720,SNP,intergenic (+261/‑93),G→T,nrdF/proV,False,Escherichia coli,2804715,2804729,H-NS,6.0,5
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100714,4100728,ArcA,5.0,3
4617,4,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,61,1,1,1.0,NC_000913,4341824,SNP,intergenic (‑196/‑87),T→G,melR/melA,False,Escherichia coli,4341816,4341833,MelR,5.0,8
4617,4,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,61,1,1,1.0,NC_000913,4341824,SNP,intergenic (‑196/‑87),T→G,melR/melA,False,Escherichia coli,4341816,4341833,MelR,5.0,8
4617,4,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,61,1,1,1.0,NC_000913,4341824,SNP,intergenic (‑196/‑87),T→G,melR/melA,False,Escherichia coli,4341816,4341833,MelR,5.0,8
4717,229,GLV,3,65,1,1,1.0,NC_000913,366335,SNP,intergenic (‑30/+93),C→A,lacZ/lacI,False,Escherichia coli,366331,366345,H-NS,6.0,4
283,517,C321,1,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
361,517,C321,2,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
441,517,C321,3,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
518,517,C321,4,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
590,517,C321,5,1,2,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
666,517,C321,6,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
742,517,C321,7,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
821,517,C321,8,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
902,517,C321,9,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
981,517,C321,10,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
1069,517,C321,11,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
1155,517,C321,12,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
1236,517,C321,13,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
1321,517,C321,14,1,1,1,1.0,NC_000913,2741231,SNP,intergenic (‑81/‑129),T→C,aroF/yfiL,False,Escherichia coli,2741222,2741239,TyrR,14.0,9
155,667,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,10,247,1,1,1.0,NC_000913,29630,SNP,intergenic (+435/‑21),G→T,dapB/carA,False,Escherichia coli,29623,29640,ArgR,4.0,7
6089,57,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,29632,SNP,intergenic (+437/‑19),A→G,dapB/carA,False,Escherichia coli,29623,29640,ArgR,4.0,9
4717,229,GLV,3,65,1,1,1.0,NC_000913,366335,SNP,intergenic (‑30/+93),C→A,lacZ/lacI,False,Escherichia coli,366323,366343,LacI,1.0,12
6176,2258,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,4132562,SNP,intergenic (+295/‑54),C→T,metL/metF,False,Escherichia coli,4132558,4132573,MetJ,4.0,4
3625,442,ECNR2.1,2,1,1,1,1.0,NC_000913,2597778,SNP,intergenic (‑160/+53),A→G,purC/bamC,False,Escherichia coli,2597772,2597787,PurR,2.0,6
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100708,4100726,Fur,6.0,9
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100714,4100732,Fur,6.0,3
3556,33,CCK_gnd,18,169,2,1,1.0,NC_000913,1020956,SNP,intergenic (‑37/‑182),A→G,sulA/sxy,False,Escherichia coli,1020939,1020958,LexA,10.0,17
3581,630,CCK_pgi,4,111,1,1,1.0,NC_000913,1020956,SNP,intergenic (‑37/‑182),A→G,sulA/sxy,False,Escherichia coli,1020939,1020958,LexA,10.0,17
3592,630,CCK_pgi,5,109,2,1,1.0,NC_000913,1020956,SNP,intergenic (‑37/‑182),A→G,sulA/sxy,False,Escherichia coli,1020939,1020958,LexA,10.0,17
4641,81,GLU_4721-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,9,77,1,1,1.0,NC_000913,2892006,SNP,intergenic (‑108/‑208),A→C,cysJ/queD,False,Escherichia coli,2891998,2892039,CysB,2.0,8
3155,1112,C321.∆A.earlyfix,10,1,2,1,1.0,NC_000913,260274,SNP,intergenic (‑174/‑114),T→C,phoE/proB,False,Escherichia coli,260261,260281,PhoB,14.0,13
5692,118,SSW_GLU_XYL,1,163,0,2,0.76,NC_000913,3305873,SNP,intergenic (‑56/+98),A→G,mtr/deaD,False,Escherichia coli,3305871,3305888,TrpR,2.0,2
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100709,4100728,MarA,131.0,8
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100709,4100728,Rob,87.0,8
4787,522,GYD,11,109,0,1,0.3,NC_000913,1901947,SNP,intergenic (‑362/‑101),T→G,yoaE/manX,False,Escherichia coli,1901925,1901947,NagC,4.0,22
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100705,4100724,SoxS,131.0,12
3272,1385,C321.∆A.earlyfix,11,1,1,1,1.0,NC_000913,1934813,SNP,intergenic (‑209/+26),A→G,edd/zwf,False,Escherichia coli,1934797,1934816,GntR,4.0,16
6072,37,TOL_putrescine,2,50,1,1,1.0,NC_000913,1934806,SNP,intergenic (‑202/+33),C→T,edd/zwf,False,Escherichia coli,1934797,1934816,GntR,4.0,9
94,61,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,954603,SNP,intergenic (‑137/+269),T→G,focA/ycaO,False,Escherichia coli,954600,954614,ArcA,5.0,3
94,61,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,954603,SNP,intergenic (‑137/+269),T→G,focA/ycaO,False,Escherichia coli,954599,954611,IHF,24.0,4
5835,848,"TOL_1,2-propanediol",3,50,3,1,1.0,NC_000913,2461278,SNP,intergenic (‑344/‑28),A→G,yfcZ/fadL,False,Escherichia coli,2461264,2461283,OmpR,3.0,14
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103384,1103403,OmpR,3.0,6
4246,532,EEPcyoB,11,47,0,1,0.22,NC_000913,3706028,SNP,intergenic (‑239/+69),T→C,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,11
5246,13,HOT,8,50,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5250,13,HOT,10,112,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5254,30,HOT,13,52,0,1,0.23,NC_000913,3706028,SNP,intergenic (‑238/+70),T→C,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,11
5269,13,HOT,15,55,0,1,0.31,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5293,13,HOT,16,48,0,1,0.33,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5294,30,HOT,16,48,0,1,0.23,NC_000913,3706028,SNP,intergenic (‑238/+70),T→C,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,11
5295,31,HOT,16,48,0,1,0.27,NC_000913,3706029,SNP,intergenic (‑239/+69),T→C,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,12
5340,9,HOT_dnaQ,11,212,0,1,0.23,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5397,9,HOT_dnaQ,12,204,0,1,0.24,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5426,291,HOT_mutL,3,228,0,1,0.28,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5427,304,HOT_mutL,3,228,0,1,0.21,NC_000913,3706028,SNP,intergenic (‑238/+70),T→C,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,11
5549,291,HOT_mutL,16,201,0,1,0.31,NC_000913,3706017,SNP,intergenic (‑227/+81),C→T,dppB/dppA,False,Escherichia coli,3706017,3706029,IHF,24.0,0
5861,1333,"TOL_1,2-propanediol",5,50,1,1,1.0,NC_000913,1901862,SNP,intergenic (‑277/‑186),T→C,yoaE/manX,False,Escherichia coli,1901843,1901865,Mlc,1.0,19
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100705,4100717,IHF,24.0,12
100,556,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,236,1,1,1.0,NC_000913,1311079,SNP,intergenic (‑214/‑10),T→G,yciI/tonB,False,Escherichia coli,1311070,1311088,Fur,6.0,9
5529,297,HOT_mutL,16,258,0,1,0.21,NC_000913,2286139,SNP,intergenic (+3/‑72),A→T,yejM/proL,False,Escherichia coli,2286134,2286148,Fis,5.0,5
5530,324,HOT_mutL,16,258,0,1,0.22,NC_000913,2286142,SNP,intergenic (+6/‑69),T→A,yejM/proL,False,Escherichia coli,2286134,2286148,Fis,5.0,8
4642,127,GLV,1,55,1,1,1.0,NC_000913,127699,SNP,intergenic (+112/‑213),A→C,aceF/lpd,False,Escherichia coli,127692,127706,ArcA,5.0,7
4678,127,GLV,2,57,1,1,1.0,NC_000913,127699,SNP,intergenic (+112/‑213),A→C,aceF/lpd,False,Escherichia coli,127692,127706,ArcA,5.0,7
6023,165,TOL_hexamethylenediamine,4,50,2,1,1.0,NC_000913,2231778,SNP,intergenic (+64/‑66),G→T,yohK/cdd,False,Escherichia coli,2231766,2231787,CRP,24.0,12
6023,165,TOL_hexamethylenediamine,4,50,2,1,1.0,NC_000913,2231778,SNP,intergenic (+64/‑66),G→T,yohK/cdd,False,Escherichia coli,2231766,2231787,CRP,24.0,12
3415,18,C321.∆A.earlyfix,13,1,2,1,1.0,NC_000913,1084827,SNP,intergenic (+180/‑165),G→A,efeB/phoH,False,Escherichia coli,1084825,1084843,PhoB,14.0,2
5622,64,LAC,7,57,0,1,1.0,NC_000913,4551452,SNP,intergenic (‑155/‑185),C→T,gntP/uxuA,False,Escherichia coli,4551450,4551471,CRP,24.0,2
5622,64,LAC,7,57,0,1,1.0,NC_000913,4551452,SNP,intergenic (‑155/‑185),C→T,gntP/uxuA,False,Escherichia coli,4551450,4551471,CRP,24.0,2
6186,2390,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,4341762,SNP,intergenic (‑134/‑149),G→A,melR/melA,False,Escherichia coli,4341758,4341775,MelR,5.0,4
6186,2390,WT-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,6,6,0,1,1.0,NC_000913,4341762,SNP,intergenic (‑134/‑149),G→A,melR/melA,False,Escherichia coli,4341758,4341775,MelR,5.0,4
5704,11,SSW_XYL,2,20,1,1,1.0,NC_000913,4542930,SNP,intergenic (+297/‑185),A→G,fimE/fimA,False,Escherichia coli,4542921,4542935,Lrp,5.0,9
6077,25,TOL_putrescine,5,50,2,1,1.0,NC_000913,576891,SNP,intergenic (‑66/‑507),C→T,nmpC/essD,False,Escherichia coli,576891,576912,CRP,24.0,0
5956,242,TOL_adipic_acid,5,50,1,1,1.0,NC_000913,577020,SNP,intergenic (‑195/‑378),A→C,nmpC/essD,False,Escherichia coli,577008,577020,IHF,24.0,12
6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312853,2312867,Lrp,5.0,13
6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312852,2312866,Lrp,5.0,14
6443,52,tpiKO,4,28,1,1,1.0,NC_000913,2312866,SNP,intergenic (‑119/‑620),A→C,ompC/rcsD,False,Escherichia coli,2312852,2312866,Lrp,5.0,14
180,343,Bop_27_MTPP,17,76,1,1,1.0,NC_000913,3772084,SNP,intergenic (‑340/‑197),G→T,yibI/mtlA,False,Escherichia coli,3772075,3772096,CRP,24.0,9
4614,6,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,17,104,1,1,1.0,NC_000913,4100717,SNP,intergenic (‑192/‑93),G→T,rhaT/sodA,False,Escherichia coli,4100715,4100728,FNR,3.0,2
101,195,BOP27-M9-NC_000913_3gb-log-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,7,422,51,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343511,1343524,RcsB,3.0,5
4651,14,GLV,1,55,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343511,1343524,RcsB,3.0,5
4689,14,GLV,2,57,1,1,1.0,NC_000913,1343516,SNP,intergenic (‑188/+81),A→C,osmB/yciT,False,Escherichia coli,1343511,1343524,RcsB,3.0,5
5344,311,HOT_dnaQ,11,142,1,1,1.0,NC_000913,3853312,SNP,intergenic (‑324/‑241),T→C,ivbL/tisB,False,Escherichia coli,3853299,3853318,LexA,10.0,13
3114,1448,C321.∆A.earlyfix,9,1,2,1,1.0,NC_000913,1682095,SNP,intergenic (‑65/‑64),A→G,ydgC/rstA,False,Escherichia coli,1682086,1682102,PhoP,2.0,9
3832,46,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,1946035,SNP,intergenic (‑59/+80),G→T,ruvA/yobI,False,Escherichia coli,1946026,1946045,LexA,10.0,9
3832,46,EEP_ndh_nuoB,7,34,0,1,0.22,NC_000913,1946035,SNP,intergenic (‑59/+80),G→T,ruvA/yobI,False,Escherichia coli,1946027,1946046,LexA,10.0,8
4612,50,GLU_16321-M9-NC_000913_3gb-stationary-37-Glucose2-NH4Cl1-KH2PO43-MgSO4024-O2,11,83,0,1,1.0,NC_000913,1764427,SNP,intergenic (‑41/+286),G→A,sufA/rydB,False,Escherichia coli,1764427,1764445,Fur,6.0,0
6006,25,TOL_coumaric_acid,5,50,3,1,1.0,NC_000913,954638,SNP,intergenic (‑172/+234),C→T,focA/ycaO,False,Escherichia coli,954637,954652,NarL,3.0,1
6006,25,TOL_coumaric_acid,5,50,3,1,1.0,NC_000913,954638,SNP,intergenic (‑172/+234),C→T,focA/ycaO,False,Escherichia coli,954637,954652,NarL,3.0,1
5943,345,"TOL_2,3-butanediol",4,50,1,1,1.0,NC_000913,1230727,SNP,intergenic (‑333/‑40),C→A,hlyE/umuD,False,Escherichia coli,1230708,1230727,LexA,10.0,19
5946,345,"TOL_2,3-butanediol",5,50,1,1,1.0,NC_000913,1230727,SNP,intergenic (‑333/‑40),C→A,hlyE/umuD,False,Escherichia coli,1230708,1230727,LexA,10.0,19
4642,127,GLV,1,55,1,1,1.0,NC_000913,127699,SNP,intergenic (+112/‑213),A→C,aceF/lpd,False,Escherichia coli,127688,127709,CRP,24.0,11
4678,127,GLV,2,57,1,1,1.0,NC_000913,127699,SNP,intergenic (+112/‑213),A→C,aceF/lpd,False,Escherichia coli,127688,127709,CRP,24.0,11
5861,1333,"TOL_1,2-propanediol",5,50,1,1,1.0,NC_000913,1901862,SNP,intergenic (‑277/‑186),T→C,yoaE/manX,False,Escherichia coli,1901842,1901864,NagC,4.0,20
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103385,1103399,CpxR,5.0,5
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103389,1103403,CpxR,5.0,1
5976,61,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,2013101,SNP,intergenic (‑87/‑128),T→G,fliE/fliF,False,Escherichia coli,2013097,2013113,FlhDC,2.0,4
5976,61,TOL_adipic_acid,5,50,2,1,1.0,NC_000913,2013101,SNP,intergenic (‑87/‑128),T→G,fliE/fliF,False,Escherichia coli,2013097,2013113,FlhDC,2.0,4
33,22,BOP1000-M9-mid-log-37-Glucose4-NH4Cl1-KH2PO43-MgSO40001-O2-pH_at_5_5_MES-NC_000913_3gb,11,111,1,1,1.0,NC_000913,1103390,SNP,intergenic (‑194/‑561),T→C,csgD/csgB,False,Escherichia coli,1103376,1103397,CRP,24.0,14
8,55,42C,6,164,1,1,1.0,NC_000913,1103510,SNP,intergenic (‑314/‑441),G→A,csgD/csgB,False,Escherichia coli,1103504,1103525,CRP,24.0,6
178,329,Bop_27_MTPP,17,76,1,1,1.0,NC_000913,3409995,SNP,intergenic (+44/‑285),G→T,prmA/dusB,False,Escherichia coli,3409983,3410004,CRP,24.0,12
6034,21,TOL_hexamethylenediamine,6,50,2,1,1.0,NC_000913,990447,SNP,intergenic (‑91/‑175),A→C,pncB/pepN,False,Escherichia coli,990441,990462,CRP,24.0,6
