",",locus_tag,cog,essential,y-ome,tpm,tpm_ctrl,tpm_all,reg_effect
31,BSU_00160,Cell wall/membrane/envelope biogenesis,essential,well-annotated,496.6276256,315.7852553,230.097261,"SigE,SigB,SpoIIID"
32,BSU_00170,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,351.5995769,690.5490102,268.4296079,SigB
33,new_25655_25851,No COG category,essential,well-annotated,1644.696965,2087.412487,1670.772978,SigA
34,BSU_00180,Nucleotide transport and metabolism,essential,well-annotated,1360.996398,2296.148128,1386.084984,SigA
35,new_26383_26532,No COG category,essential,well-annotated,39015.81721,28466.94392,39279.80099,SigA
36,BSU__misc_RNA_2,No COG category,essential,well-annotated,38755.02081,27642.49082,39727.48929,SigA
37,new_26636_26731,No COG category,essential,well-annotated,30302.16874,24842.10835,29608.0119,SigA
38,BSU_00190,"Replication, recombination and repair",essential,well-annotated,4556.388993,7163.25706,4712.412123,unknown
39,BSU_00200,Function unknown,essential,well-annotated,16058.60159,25823.55496,16880.26579,unknown
40,BSU_00210,"Replication, recombination and repair",essential,well-annotated,6374.643159,8587.961451,6370.139474,unknown
41,BSU_00220,Function unknown,essential,well-annotated,3894.091999,5478.632054,3928.737333,unknown
42,BSU_00230,Function unknown,essential,well-annotated,2387.483685,2163.722847,2163.797838,"SigE,SpoIIID"
43,new_30076_30278,No COG category,essential,well-annotated,22683.75785,70576.48699,27408.77064,unknown
44,new_35104_35236,No COG category,essential,well-annotated,3505.10383,5455.516218,3812.971414,unknown
45,new_35356_35458,No COG category,essential,well-annotated,1993.717815,3116.908309,2005.574718,unknown
46,BSU_00240,Function unknown,essential,well-annotated,2897.230915,2824.148039,2544.735509,"SigK,SigF"
47,BSU_00250,Function unknown,essential,well-annotated,4881.764469,7495.453223,4838.687324,"SigK,SigW"
48,BSU_00260,Inorganic ion transport and metabolism,essential,well-annotated,4056.897609,5134.11537,4125.633643,"SigK,SigW"
49,new_37639_37719,No COG category,essential,well-annotated,3315.23334,4431.870467,3278.908664,"SigK,SigW"
50,BSU_00270,Amino acid transport and metabolism,essential,well-annotated,2726.93664,3531.095195,2686.663645,"SigK,SigW"
51,BSU_00280,Nucleotide transport and metabolism,essential,well-annotated,2866.82588,3535.993727,2745.018201,unknown
52,BSU_00290,Function unknown,essential,well-annotated,7505.65413,10146.5384,7485.588361,unknown
53,BSU_00300,Function unknown,essential,well-annotated,11998.57441,17600.14873,11767.33497,unknown
54,BSU_00310,"Replication, recombination and repair",essential,well-annotated,7944.322788,12385.80485,8265.29158,unknown
55,BSU_00320,Function unknown,essential,well-annotated,9559.102359,13071.164,10550.69196,unknown
56,BSU_00330,"Replication, recombination and repair",essential,well-annotated,8282.668626,10628.86554,8776.621647,unknown
57,BSU_00340,Function unknown,essential,well-annotated,2386.464955,3433.823094,2549.414077,unknown
58,BSU_00350,"Replication, recombination and repair",essential,well-annotated,3118.018149,4702.134203,3397.717051,unknown
59,BSU_00360,Coenzyme transport and metabolism,essential,well-annotated,2571.044645,3803.468654,2657.861108,unknown
60,BSU_00370,Transcription,essential,well-annotated,9928.507666,17146.18507,11540.35513,"Spo0A,SigA,AbrB"
61,new_45224_45399_c,No COG category,essential,well-annotated,563.2337239,873.0376127,576.5891984,"Spo0A,SigA,AbrB"
62,new_45524_45632,No COG category,essential,well-annotated,6361.283785,13257.30585,7723.023254,Spo0A
63,BSU_00380,"Translation, ribosomal structure and biogenesis",essential,well-annotated,7059.48599,12202.59193,7849.037299,Spo0A
64,new_47673_50019_c,No COG category,essential,well-annotated,628.5288866,729.6698336,520.9134941,unknown
65,BSU_00390,"Replication, recombination and repair",essential,well-annotated,2023.300039,3319.844609,2125.66716,Spo0A
66,new_48474_48554,No COG category,essential,well-annotated,2121.094162,3423.129129,2195.144202,Spo0A
67,BSU_00400,Signal transduction,essential,well-annotated,8450.85862,19958.28312,9738.946477,SigA
68,new_49987_50086,No COG category,essential,well-annotated,2786.147577,5612.002748,3206.980797,unknown
69,BSU_00410,"Translation, ribosomal structure and biogenesis",essential,well-annotated,2011.763631,3842.154984,2147.511289,unknown
70,BSU_00420,"Translation, ribosomal structure and biogenesis",essential,well-annotated,1508.245724,2312.760245,1564.406803,unknown
71,new_51558_51679,No COG category,essential,well-annotated,395.6470025,959.5405729,223.4177502,SigK
72,BSU_00430,Function unknown,essential,well-annotated,328.2438785,636.4485137,196.6654884,SigK
73,new_52649_52719,No COG category,essential,well-annotated,324.3295581,140.458488,196.7541151,SigA
74,BSU_00440,Function unknown,essential,well-annotated,31642.41275,30541.85355,32772.54292,SigA
75,new_53111_53182,No COG category,essential,well-annotated,829.7366748,462.2405451,629.2109641,SigG
76,BSU_00450,Function unknown,essential,well-annotated,951.9100555,596.9225726,693.9077166,SigG
77,new_53363_55717_c,No COG category,essential,well-annotated,297.5911094,133.3708897,183.5589946,unknown
78,BSU_00460,Lipid transport and metabolism,essential,well-annotated,3737.884804,7611.684243,4453.117611,PurR
79,BSU_00470,Nucleotide transport and metabolism,essential,well-annotated,5547.402301,11688.48235,6992.778052,PurR
80,BSU_00480,"Translation, ribosomal structure and biogenesis",essential,well-annotated,10811.24432,22789.78984,13633.79901,PurR
81,new_55707_55815,No COG category,essential,well-annotated,795.3834469,745.9318405,746.3197217,PurR
82,BSU_00490,Cell cycle control and cell division,essential,well-annotated,36123.16821,56556.29532,48185.11741,"SinR,SigH,AbrB"
83,new_56193_56304,No COG category,essential,well-annotated,807.2193025,742.9390252,760.866746,"SinR,SigH,AbrB"
84,BSU_00500,Cell wall/membrane/envelope biogenesis,essential,well-annotated,12660.21212,26966.86141,14086.25027,"SigA,stringent response"
85,BSU_00510,Nucleotide transport and metabolism,essential,well-annotated,11864.11995,20002.60114,12786.64363,"SigA,stringent response"
86,BSU_00520,"Translation, ribosomal structure and biogenesis",essential,well-annotated,19381.58803,33505.26042,18869.91103,"SigA,SigB,stringent response"
87,BSU_00530,"Translation, ribosomal structure and biogenesis",essential,well-annotated,4841.920216,5975.733109,4399.122316,SigB
88,BSU_00540,Function unknown,essential,well-annotated,5361.514057,6323.02847,4709.636505,"SigB,SigG,SigF"
89,new_60361_60429,No COG category,essential,well-annotated,4569.824576,6549.186502,4236.03854,"SigB,SigG,SigF"
90,BSU_00550,"Replication, recombination and repair",essential,well-annotated,3624.677269,5248.538381,3531.095195,unknown
91,new_64001_64098,No COG category,essential,well-annotated,3975.030354,4109.080845,3446.938875,"SigG,SigF"
92,BSU_00560,Transcription,essential,well-annotated,3398.953879,3450.524592,2973.404449,"SigG,SigF"
93,BSU_00570,Function unknown,essential,well-annotated,977.7963214,1501.719867,924.865651,"SigM,SigE,SigW,SigD,SigX"
94,BSU_00580,Function unknown,essential,well-annotated,4727.543137,8778.751127,5625.439113,"SigM,SigE,SigW,SigD,SigX"
95,BSU_00590,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5251.101524,9019.301544,5980.705652,"SigM,SigE,SigW,SigD,SigX"
96,BSU_00600,Function unknown,essential,well-annotated,5780.428609,7292.005833,6021.678631,"SigM,SigE,SigW,SigD,SigX"
97,BSU_00610,Function unknown,essential,well-annotated,5890.667415,6503.947966,6192.473181,"SigM,SigE,SigW,SigD,SigX"
98,BSU_00620,Cell cycle control and cell division,essential,well-annotated,12575.32043,18538.0259,12594.92825,"SigM,SigE,SigW,SigD,SigX"
99,BSU_00630,"Translation, ribosomal structure and biogenesis",essential,well-annotated,19943.79643,27099.90174,22446.45507,"SigM,SigE,SigW,SigD,SigX"
100,new_70382_70493,No COG category,essential,well-annotated,595.9122585,664.2580517,597.9100776,unknown
101,BSU_00640,Transcription,essential,well-annotated,697.3397642,406.1306222,404.1928525,"Spo0A,SigA,SigF"
102,new_71190_71799_c,No COG category,essential,well-annotated,238.3009526,143.3203836,162.9798728,unknown
103,BSU_00650,Function unknown,essential,well-annotated,1217.803499,873.0981292,793.5074731,SigF
104,BSU_00660,Transcription,essential,well-annotated,651.8230177,512,448.0761105,SigF
105,BSU_00670,Cell cycle control and cell division,essential,well-annotated,6416.192736,7602.193334,6309.45641,"SigM,SigA,TilS,HprT,SigF"
106,BSU_00680,Nucleotide transport and metabolism,essential,well-annotated,15257.79656,21032.02294,15953.10913,"SigM,SigA,TilS,HprT,SigF"
107,new_76887_76983,No COG category,essential,well-annotated,18283.09485,23058.32346,19273.75432,"SigM,SigA,TilS,HprT,SigF"
108,BSU_00690,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,28616.60483,44502.53814,30686.14935,"SigM,SigA,TilS,HprT,SigF"
109,new_78940_79025,No COG category,essential,well-annotated,1023.612023,1275.016322,1042.730054,"SigM,SigA,TilS,HprT,SigF"
110,new_79027_79091,No COG category,essential,well-annotated,2109.100073,4508.088117,2227.407801,"SigM,Spx"
111,BSU_00700,Nucleotide transport and metabolism,essential,well-annotated,2753.496976,4598.666945,2679.782136,"SigM,Spx"
112,BSU_00710,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,2758.154548,4152.31449,2706.101055,"SigM,Spx"
113,BSU_00720,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,2456.71929,4200.950293,2679.503528,"SigM,Spx"
114,BSU_00730,Amino acid transport and metabolism,essential,well-annotated,13133.36113,28032.25144,14545.64852,"SigM,Spx,SigA,CymR"
115,BSU_00740,Amino acid transport and metabolism,essential,well-annotated,2752.607115,4432.484897,2995.020163,SigA
116,BSU_00750,Amino acid transport and metabolism,essential,well-annotated,6365.386706,9550.099176,6543.741306,SigA
117,BSU_00760,Amino acid transport and metabolism,essential,well-annotated,4662.919449,8035.098532,5123.272807,SigA
118,BSU_00770,Coenzyme transport and metabolism,essential,well-annotated,4435.526421,6653.049259,4769.095641,SigA
119,BSU_00780,Coenzyme transport and metabolism,essential,well-annotated,5174.535165,8659.692012,5465.546338,SigA
120,BSU_00790,Coenzyme transport and metabolism,essential,well-annotated,5021.174602,7867.011624,5427.228742,SigA
121,BSU_00800,Transcription,essential,well-annotated,6893.940344,12604.92575,7630.966088,SigA
122,BSU_00810,"Translation, ribosomal structure and biogenesis",essential,well-annotated,9532.696119,16790.9938,10532.42484,SigA
123,new_88050_89566_c,No COG category,essential,well-annotated,273.700252,143.0722434,206.9660038,unknown
124,new_88636_88726,No COG category,essential,well-annotated,10288.7863,18669.55603,11337.7756,SigA
125,BSU_00820,"Translation, ribosomal structure and biogenesis",essential,well-annotated,9805.551978,18021.10681,11039.59786,SigA
126,new_90318_90535,No COG category,essential,well-annotated,28594.98319,79353.15699,34971.69254,unknown
127,new_101212_101289,No COG category,essential,well-annotated,1081.645525,654.2508122,1026.202692,unknown
128,BSU_00830,Transcription,essential,well-annotated,11996.59272,12551.74215,10451.33778,"SigM,SigA,SigB,CtsR,SigF"
129,BSU_00840,Function unknown,essential,well-annotated,8956.290721,8178.383501,7765.160344,"SigM,SigA,SigB,CtsR,SigF"
130,BSU_00850,Amino acid transport and metabolism,essential,well-annotated,8933.985334,8920.44521,7804.01048,"SigM,SigA,SigB,CtsR,SigF"
131,BSU_00860,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,9870.341543,10272.50206,9130.638277,"SigM,SigA,SigB,CtsR,SigF"
132,BSU_00870,"Post-translational modification, protein turnover, and chaperones",essential,well-annotated,4320.237762,5596.076619,4037.089904,"SigM,SigA,SigB,CtsR,SigF"
133,BSU_00880,"Replication, recombination and repair",essential,well-annotated,5443.348658,7010.978037,5062.028799,"SigM,SigA,SigB,CtsR,SigF"
134,new_108559_108673,No COG category,essential,well-annotated,5659.116324,7370.261028,5617.061954,"SigM,SigA,SigB,CtsR,SigF"
135,BSU_00890,Function unknown,essential,well-annotated,8756.658612,11639.97226,8754.526262,"SigM,SigB"
136,BSU_00900,Lipid transport and metabolism,essential,well-annotated,6546.754587,9548.113495,6566.68711,"SigM,SigB"
137,BSU_00910,Lipid transport and metabolism,essential,well-annotated,2976.377331,5508.71458,3159.652098,"SigM,SigB"
138,BSU_00920,"Translation, ribosomal structure and biogenesis",essential,well-annotated,11070.88307,18093.70206,12102.77286,"SigA,T-box"
139,new_112499_112799,No COG category,essential,well-annotated,8658.461996,12012.92623,8725.668806,"SigA,T-box"
140,BSU_00930,Amino acid transport and metabolism,essential,well-annotated,3287.090012,4407.36297,3273.912389,"SigA,T-box"
141,BSU_00940,"Translation, ribosomal structure and biogenesis",essential,well-annotated,4086.558575,5656.523776,4056.725584,"SigA,T-box"
142,BSU_00950,"Translation, ribosomal structure and biogenesis",essential,well-annotated,4736.477713,7080.325644,4759.683738,"SigA,T-box"
143,BSU_00960,"Translation, ribosomal structure and biogenesis",essential,well-annotated,4249.87488,6892.444357,4438.633887,"SigA,T-box"
144,BSU_00970,Function unknown,essential,well-annotated,5196.922113,7914.04745,5576.522394,"SigA,T-box"
145,BSU_00980,Transcription,essential,well-annotated,18855.49747,32053.62717,20544.29211,"SigA,AbrB"
146,new_117257_117348,No COG category,essential,well-annotated,17144.8646,21963.19014,19281.10347,"SigA,AbrB"
147,BSU_00990,"Translation, ribosomal structure and biogenesis",essential,well-annotated,13095.63863,18004.87546,14373.76117,"SigA,AbrB"
148,BSU_01000,Intracellular trafficking and secretion,essential,well-annotated,8660.244369,11408.33001,9929.119005,"SigA,AbrB"
149,new_117712_117889,No COG category,essential,well-annotated,7138.43211,13746.72182,8141.054716,"SigA,AbrB"
150,BSU_01010,Transcription,essential,well-annotated,8690.916212,19550.25765,10114.58846,unknown
151,new_118452_118590,No COG category,essential,well-annotated,71896.78384,92450.91642,89042.10014,stringent response
152,BSU_01020,"Translation, ribosomal structure and biogenesis",essential,well-annotated,71009.09542,93081.05873,90322.63786,stringent response
153,new_119017_119110,No COG category,essential,well-annotated,51025.28378,92559.92019,63887.67422,stringent response
154,BSU_01030,"Translation, ribosomal structure and biogenesis",essential,well-annotated,54833.56549,92791.17613,72749.51452,stringent response
155,BSU__misc_RNA_3,No COG category,essential,well-annotated,72292.39321,93184.34619,90372.73726,stringent response
156,BSU_01040,"Translation, ribosomal structure and biogenesis",essential,well-annotated,51195.9399,93113.32376,84408.46102,"RplJ,RplL,stringent response"
157,BSU_01050,"Translation, ribosomal structure and biogenesis",essential,well-annotated,52240.37456,91793.22145,85001.45994,"RplJ,RplL,stringent response"
158,BSU_01060,"Translation, ribosomal structure and biogenesis",essential,well-annotated,5004.566642,15142.33426,7204.087556,unknown
159,new_121686_121918,No COG category,essential,well-annotated,37938.16264,71413.04428,45335.38763,"SigA,stringent response"
160,BSU_01070,Transcription,essential,well-annotated,25316.95739,46167.82029,28144.19962,"SigA,stringent response"
161,BSU_01080,Transcription,essential,well-annotated,32434.87474,51941.49794,35674.36179,"SigA,stringent response"
162,new_129162_129283,No COG category,essential,well-annotated,43398.65341,83645.48219,51411.37582,"SigA,stringent response"
163,BSU_01090,"Translation, ribosomal structure and biogenesis",essential,well-annotated,65978.92003,92252.47521,83871.90475,stringent response
164,new_129589_129701,No COG category,essential,well-annotated,63478.40445,91583.4949,78133.3039,stringent response
165,BSU_01100,"Translation, ribosomal structure and biogenesis",essential,well-annotated,61587.36261,90881.56134,74252.39808,stringent response
166,BSU_01110,"Translation, ribosomal structure and biogenesis",essential,well-annotated,80280.0507,93132.68814,91367.91417,stringent response
167,BSU_01120,"Translation, ribosomal structure and biogenesis",essential,well-annotated,71679.4533,92495.78477,87679.38144,stringent response
168,new_132763_132881,No COG category,essential,well-annotated,66435.54335,92476.55281,82040.57597,stringent response
169,BSU_01130,"Translation, ribosomal structure and biogenesis",essential,well-annotated,63611.62627,89487.58968,73563.37245,stringent response
170,BSU_01140,Function unknown,essential,well-annotated,1119.236403,1375.366123,1064.676927,unknown
171,new_135170_135363,No COG category,essential,well-annotated,58225.79398,91197.07926,76345.20879,"SigA,stringent response"
172,BSU_01150,"Translation, ribosomal structure and biogenesis",essential,well-annotated,54558.84799,92418.88093,74123.8399,"SigA,stringent response"
173,BSU_01160,"Translation, ribosomal structure and biogenesis",essential,well-annotated,43309.08518,90028.8643,53237.30795,"SigA,stringent response"
174,BSU_01170,"Translation, ribosomal structure and biogenesis",essential,well-annotated,59473.93491,92258.86989,86856.72889,"SigA,stringent response"
175,BSU_01180,"Translation, ribosomal structure and biogenesis",essential,well-annotated,59908.49268,92143.83351,83448.58695,"SigA,stringent response"
176,BSU_01190,"Translation, ribosomal structure and biogenesis",essential,well-annotated,62809.10163,93068.15585,89218.17395,"SigA,stringent response"
177,BSU_01200,"Translation, ribosomal structure and biogenesis",essential,well-annotated,59035.812,92124.67473,81519.07156,"SigA,stringent response"
178,BSU_01210,"Translation, ribosomal structure and biogenesis",essential,well-annotated,48482.68468,90567.13502,65440.6746,"SigA,stringent response"
179,BSU_01220,"Translation, ribosomal structure and biogenesis",essential,well-annotated,46639.79323,91361.58125,62494.86359,"SigA,stringent response"
180,BSU_01230,"Translation, ribosomal structure and biogenesis",essential,well-annotated,44452.08927,81093.57531,58202.76212,"SigA,stringent response"
181,BSU_01240,"Translation, ribosomal structure and biogenesis",essential,well-annotated,47630.8789,89860.53308,64265.19553,"SigA,stringent response"
182,BSU_01250,"Translation, ribosomal structure and biogenesis",essential,well-annotated,52065.90525,91013.94569,72377.31659,"SigA,stringent response"
183,BSU_01260,"Translation, ribosomal structure and biogenesis",essential,well-annotated,49388.05705,90410.33004,69289.54202,"SigA,stringent response"
184,BSU_01270,"Translation, ribosomal structure and biogenesis",essential,well-annotated,47463.83767,88924.9107,64067.27462,"SigA,stringent response"
185,BSU_01280,"Translation, ribosomal structure and biogenesis",essential,well-annotated,40634.30952,89437.98098,56292.30098,"SigA,stringent response"
186,BSU_01290,"Translation, ribosomal structure and biogenesis",essential,well-annotated,47403.8457,91058.11665,65090.07698,"SigA,stringent response"
187,BSU_01300,"Translation, ribosomal structure and biogenesis",essential,well-annotated,52246.81938,91203.40078,73548.07697,"SigA,stringent response"
188,BSU_01310,"Translation, ribosomal structure and biogenesis",essential,well-annotated,43811.74254,89054.44486,58427.09744,"SigA,stringent response"
189,BSU_01320,"Translation, ribosomal structure and biogenesis",essential,well-annotated,44573.0618,88770.949,57923.05198,"SigA,stringent response"
190,BSU_01330,"Translation, ribosomal structure and biogenesis",essential,well-annotated,47040.60353,91443.94348,62507.86038,"SigA,stringent response"
191,BSU_01340,"Translation, ribosomal structure and biogenesis",essential,well-annotated,52023.02493,92239.68719,72111.91329,"SigA,stringent response"
192,BSU_01350,"Translation, ribosomal structure and biogenesis",essential,well-annotated,42105.08847,88869.45375,54777.65933,"SigA,stringent response"
193,BSU_01360,Intracellular trafficking and secretion,essential,well-annotated,37016.89479,85782.75322,46719.91406,"SigA,stringent response"
194,BSU_01370,Nucleotide transport and metabolism,essential,well-annotated,45020.07098,88721.73758,59088.9196,"SigA,stringent response"
195,BSU_01380,Amino acid transport and metabolism,essential,well-annotated,36748.13374,70870.61755,46108.65621,"SigA,stringent response"
196,BSU_01389,No COG category,essential,well-annotated,58087.7879,91920.56212,80941.95082,"SigA,stringent response"
197,BSU_01390,"Translation, ribosomal structure and biogenesis",essential,well-annotated,53457.94984,91856.86972,72719.26514,"SigA,stringent response"
198,BSU_01400,"Translation, ribosomal structure and biogenesis",essential,well-annotated,54693.43077,91786.85905,72757.07883,"SigA,stringent response"
199,BSU_01410,"Translation, ribosomal structure and biogenesis",essential,well-annotated,57741.88418,92399.66496,77480.73396,"SigA,stringent response"
200,BSU_01420,"Translation, ribosomal structure and biogenesis",essential,well-annotated,47592.98381,90711.63579,62326.15099,"SigA,stringent response"
201,new_148755_148930,No COG category,essential,well-annotated,46109.93013,90629.93314,54952.59538,"SigA,stringent response"
202,BSU_01430,Transcription,essential,well-annotated,51106.03288,90429.13229,62631.4648,"SigA,stringent response"
203,BSU_01440,"Translation, ribosomal structure and biogenesis",essential,well-annotated,55875.97162,91958.79875,71289.40206,"SigA,stringent response"
204,new_150362_150442,No COG category,essential,well-annotated,8010.63698,10804.16532,8727.785923,"SigA,stringent response"
205,BSU_01450,Inorganic ion transport and metabolism,essential,well-annotated,4312.883376,7880.109709,4736.809707,unknown
206,BSU_01460,Inorganic ion transport and metabolism,essential,well-annotated,3906.471621,7238.625183,4206.778085,unknown
207,BSU_01470,Inorganic ion transport and metabolism,essential,well-annotated,3610.428588,6299.405645,3942.240291,unknown
208,BSU_01480,"Translation, ribosomal structure and biogenesis",essential,well-annotated,6329.144009,14064.78618,6612.132868,stringent response
209,new_153039_153507_c,No COG category,essential,well-annotated,182.8685864,130.1561796,149.6657191,unknown
210,BSU_01490,"Translation, ribosomal structure and biogenesis",essential,well-annotated,56587.24773,89233.63562,67818.91109,stringent response
211,BSU_01500,"Translation, ribosomal structure and biogenesis",essential,well-annotated,31736.3047,60209.35325,34989.87766,stringent response
212,new_154838_155119,No COG category,essential,well-annotated,686.7368304,535.8554248,596.9018852,AbrB
213,BSU_01510,"Secondary metabolite biosynthesis, transport, and catabolism",essential,well-annotated,4206.783755,7096.047738,4744.20291,AbrB
214,BSU_01520,Function unknown,essential,well-annotated,383.1944821,233.9895029,265.2023961,"SigE,SigG,LexA"
215,BSU_01530,Cell wall/membrane/envelope biogenesis,essential,well-annotated,419.577018,241.6709074,253.5892889,"SigE,SigG,LexA"
216,BSU_01540,Cell cycle control and cell division,essential,well-annotated,11334.57308,11860.68736,11178.19789,SalA
217,new_158050_158514_c,No COG category,essential,well-annotated,251.1758943,137.291643,194.2337373,"SigG,SigF"
218,new_158510_159181,No COG category,essential,well-annotated,2520.040088,2975.672422,2545.000104,SalA
219,BSU_01550,Function unknown,essential,well-annotated,343.8598454,209.4119556,200.4362998,"SigG,SigF"
220,new_159149_159778_c,No COG category,essential,well-annotated,228.6437927,134.6434277,170.3962765,"SigE,SpoIIID"
221,BSU_01560,Function unknown,essential,well-annotated,1939.122184,1952.626093,1975.702489,unknown
222,BSU_01570,Carbohydrate transport and metabolism,essential,well-annotated,298.5176391,149.6034878,175.734057,"SigE,SpoIIID"
223,new_159779_160673,No COG category,essential,well-annotated,1595.697593,1695.975954,1617.387891,unknown
224,new_160675_160892,No COG category,essential,well-annotated,33326.88176,80936.34054,39807.4269,unknown
225,BSU__tRNA_24,No COG category,essential,well-annotated,11752.8093,12172.1804,11992.12744,unknown
226,new_176316_176924,No COG category,essential,well-annotated,489.7396866,330.269515,351.7849615,unknown
227,new_176926_177082,No COG category,essential,well-annotated,2903.022664,4270.531737,3428.115495,unknown
228,BSU_01580,Inorganic ion transport and metabolism,essential,well-annotated,1444.694385,1834.028064,1564.244157,unknown
229,BSU_01590,Function unknown,essential,well-annotated,1073.715524,1051.694521,1126.670548,unknown
230,BSU_01600,Function unknown,essential,well-annotated,726.4368471,2081.488684,604.877841,"SigA,Btr,Fur"
231,BSU_01610,Inorganic ion transport and metabolism,essential,well-annotated,819.3788576,2377.451179,698.1532773,"SigA,Btr,Fur"
232,BSU_01620,Inorganic ion transport and metabolism,essential,well-annotated,1027.150716,2682.755758,870.620391,"SigA,Btr,Fur"
233,BSU_01630,Inorganic ion transport and metabolism,essential,well-annotated,3085.317782,10492.71206,2691.696437,"SigA,Btr,Fur"
234,BSU_01640,Transcription,essential,well-annotated,1004.167437,2675.513327,1014.638434,Fur
235,BSU_01650,Function unknown,essential,well-annotated,610.2010088,572.0906676,427.3576092,MurR
236,BSU_01660,Carbohydrate transport and metabolism,essential,well-annotated,600.4402558,530.9749537,425.8200289,MurR
237,BSU_01670,Defense mechanisms,essential,well-annotated,680.6287651,681.27809,516.4554157,MurR
238,BSU_01680,Carbohydrate transport and metabolism,essential,well-annotated,688.2210278,670.7354296,585.1651334,MurR
239,BSU_01690,Transcription,essential,well-annotated,1190.097317,1517.415012,1113.279403,MurR
240,BSU_01700,Carbohydrate transport and metabolism,essential,well-annotated,1532.527469,2371.197309,1525.641206,MurR
241,BSU_01710,"Translation, ribosomal structure and biogenesis",essential,well-annotated,722.6310688,1514.367879,703.691853,unknown
242,BSU_01720,Function unknown,essential,well-annotated,1026.291696,2665.517614,992.0712997,unknown
243,new_194669_194786,No COG category,essential,well-annotated,674.6340142,1035.635063,716.5631286,unknown
244,BSU_01730,Transcription,essential,well-annotated,19999.51012,32337.03987,20862.86978,"SigW,AbrB"
245,BSU_01740,Transcription,essential,well-annotated,19450.29165,32811.18322,20044.93335,"SigW,AbrB"
246,new_196132_196212,No COG category,essential,well-annotated,6426.228529,9649.242669,6938.220618,SigA
247,BSU_01750,Function unknown,essential,well-annotated,6021.806835,9467.711306,6255.675663,SigA
248,BSU_01760,Function unknown,essential,well-annotated,7030.728036,9986.753177,7203.588224,SigA
