tss_id,strand,tss,reads_log,reads_hs,reads_hs_stat,rts_id
TSS-FWD-51,FWD,77367,6,10,11,RTS_R4_+_25
TSS-FWD-52,FWD,84298,21,22,22,RTS_R4_+_26
TSS-FWD-53,FWD,84307,29,30,30,RTS_R4_+_26
TSS-FWD-54,FWD,85599,10,10,10,RTS_R4_+_27
TSS-FWD-55,FWD,85604,12,12,13,RTS_R4_+_27
TSS-FWD-56,FWD,87837,37,37,37,RTS_R4_+_28
TSS-FWD-57,FWD,87868,40,40,40,RTS_R4_+_28
TSS-FWD-58,FWD,87969,37,37,38,RTS_R4_+_28
TSS-FWD-59,FWD,89589,792,802,820,RTS_R4_+_29
TSS-FWD-60,FWD,89954,86,86,86,RTS_R4_+_30
TSS-FWD-61,FWD,90014,11,11,11,RTS_R4_+_30
TSS-FWD-62,FWD,90327,252,253,254,RTS_R4_+_31
TSS-FWD-63,FWD,90682,91,91,92,RTS_R4_+_32
TSS-FWD-64,FWD,91028,4,16,27,RTS_R4_+_32
TSS-FWD-65,FWD,93137,87,87,90,RTS_R4_+_33
TSS-FWD-66,FWD,93145,63,63,64,RTS_R4_+_33
TSS-FWD-67,FWD,100740,198,198,198,RTS_R4_+_34
TSS-FWD-68,FWD,100750,80,80,81,RTS_R4_+_34
TSS-FWD-69,FWD,102763,141,141,141,RTS_R4_+_35
TSS-FWD-70,FWD,104560,190,212,236,RTS_R4_+_36
TSS-FWD-71,FWD,106507,188,208,210,RTS_R4_+_37
TSS-FWD-72,FWD,106519,51,53,53,RTS_R4_+_37
TSS-FWD-73,FWD,106530,24,33,54,RTS_R4_+_37
TSS-FWD-74,FWD,107561,18,18,18,RTS_R4_+_38
TSS-FWD-75,FWD,107977,180,180,180,RTS_R4_+_39
TSS-FWD-76,FWD,108025,357,359,359,RTS_R4_+_39
TSS-FWD-77,FWD,108119,123,123,123,RTS_R4_+_39
TSS-FWD-78,FWD,108132,118,118,118,RTS_R4_+_39
TSS-FWD-79,FWD,113396,99,99,99,RTS_R4_+_40
TSS-FWD-80,FWD,113415,40,40,40,RTS_R4_+_40
TSS-FWD-81,FWD,113436,47,48,48,RTS_R4_+_40
TSS-FWD-82,FWD,118701,3,3,3,RTS_R4_+_41
TSS-FWD-83,FWD,118918,5,5,5,RTS_R4_+_41
TSS-FWD-84,FWD,122034,157,159,162,RTS_R4_+_42
TSS-FWD-85,FWD,122852,249,251,251,RTS_R4_+_43
TSS-FWD-86,FWD,122860,141,145,145,RTS_R4_+_43
TSS-FWD-87,FWD,122969,2899,2904,2905,RTS_R4_+_43
TSS-FWD-88,FWD,122975,119,119,119,RTS_R4_+_43
TSS-FWD-89,FWD,122985,234,234,234,RTS_R4_+_43
TSS-FWD-90,FWD,122992,126,126,126,RTS_R4_+_43
TSS-FWD-91,FWD,123003,118,118,118,RTS_R4_+_43
TSS-FWD-92,FWD,127700,167,167,167,RTS_R4_+_44
TSS-FWD-93,FWD,127717,658,658,658,RTS_R4_+_44
TSS-FWD-94,FWD,129500,2,2,2,RTS_R4_+_45
TSS-FWD-95,FWD,130202,,,1,RTS_R4_+_46
TSS-FWD-96,FWD,131519,33,34,34,RTS_R4_+_47
TSS-FWD-97,FWD,131743,96,96,96,RTS_R4_+_47
TSS-FWD-98,FWD,134339,182,186,216,RTS_R4_+_48
TSS-FWD-99,FWD,137044,169,169,169,RTS_R4_+_49
TSS-FWD-100,FWD,137049,103,104,104,RTS_R4_+_49
TSS-FWD-101,FWD,141360,71,71,72,RTS_R4_+_50
TSS-FWD-102,FWD,141407,107,107,109,RTS_R4_+_50
TSS-FWD-103,FWD,142733,13,14,14,RTS_R4_+_51
TSS-FWD-104,FWD,145108,1,1,1,RTS_R4_+_52
TSS-FWD-105,FWD,147583,14,15,15,RTS_R4_+_53
TSS-FWD-106,FWD,147647,12,12,12,RTS_R4_+_53
TSS-FWD-107,FWD,162077,118,121,123,RTS_R4_+_54
TSS-FWD-108,FWD,164648,52,53,53,RTS_R4_+_55
TSS-FWD-109,FWD,164658,539,567,569,RTS_R4_+_55
TSS-FWD-110,FWD,167427,149,149,149,RTS_R4_+_56
TSS-FWD-111,FWD,167443,51,51,51,RTS_R4_+_56
TSS-FWD-112,FWD,169728,181,181,181,RTS_R4_+_57
TSS-FWD-113,FWD,169733,127,127,127,RTS_R4_+_57
TSS-FWD-114,FWD,174931,248,248,252,RTS_R4_+_58
TSS-FWD-115,FWD,174975,61,61,66,RTS_R4_+_58
TSS-FWD-116,FWD,175009,20,24,31,RTS_R4_+_58
TSS-FWD-117,FWD,175074,31,37,39,RTS_R4_+_58
TSS-FWD-118,FWD,176558,1804,1808,1843,RTS_R4_+_59
TSS-FWD-119,FWD,176561,453,453,457,RTS_R4_+_59
TSS-FWD-120,FWD,176583,34,35,35,RTS_R4_+_59
TSS-FWD-121,FWD,176592,82,82,94,RTS_R4_+_59
TSS-FWD-122,FWD,179264,2,2,2,RTS_R4_+_60
TSS-FWD-123,FWD,180852,57,78,78,RTS_R4_+_61
TSS-FWD-124,FWD,180859,43,45,46,RTS_R4_+_61
TSS-FWD-125,FWD,186142,22,22,22,RTS_R4_+_62
TSS-FWD-126,FWD,189639,53,54,56,RTS_R4_+_63
TSS-FWD-127,FWD,189842,35,35,35,RTS_R4_+_64
TSS-FWD-128,FWD,189866,132,136,136,RTS_R4_+_64
TSS-FWD-129,FWD,191754,728,730,730,RTS_R4_+_65
TSS-FWD-130,FWD,191812,173,180,184,RTS_R4_+_65
TSS-FWD-131,FWD,191820,191,213,218,RTS_R4_+_65
TSS-FWD-132,FWD,192617,3139,3143,3145,RTS_R4_+_66
TSS-FWD-133,FWD,192666,48,48,48,RTS_R4_+_66
TSS-FWD-134,FWD,192790,113,116,116,RTS_R4_+_66
TSS-FWD-135,FWD,192797,56,56,57,RTS_R4_+_66
TSS-FWD-136,FWD,192814,250,277,407,RTS_R4_+_66
TSS-FWD-137,FWD,192854,362,368,368,RTS_R4_+_66
TSS-FWD-138,FWD,192863,180,195,198,RTS_R4_+_66
TSS-FWD-139,FWD,194843,25,25,25,RTS_R4_+_67
TSS-FWD-140,FWD,196415,45,45,45,RTS_R4_+_68
TSS-FWD-141,FWD,196429,27,27,27,RTS_R4_+_68
TSS-FWD-142,FWD,197823,74,75,75,RTS_R4_+_69
TSS-FWD-143,FWD,197883,337,337,337,RTS_R4_+_69
TSS-FWD-144,FWD,200138,383,384,384,RTS_R4_+_70
TSS-FWD-145,FWD,200212,442,444,444,RTS_R4_+_70
TSS-FWD-146,FWD,200256,55,55,55,RTS_R4_+_70
TSS-FWD-147,FWD,200299,377,380,380,RTS_R4_+_70
TSS-FWD-148,FWD,200305,93,93,93,RTS_R4_+_70
TSS-FWD-149,FWD,200317,142,142,142,RTS_R4_+_70
TSS-FWD-150,FWD,200378,68,68,68,RTS_R4_+_70
TSS-FWD-151,FWD,200387,60,60,60,RTS_R4_+_70
TSS-FWD-152,FWD,200399,213,214,218,RTS_R4_+_70
TSS-FWD-153,FWD,202019,921,928,928,RTS_R4_+_71
TSS-FWD-154,FWD,202066,122,122,122,RTS_R4_+_71
TSS-FWD-155,FWD,202074,217,217,217,RTS_R4_+_71
TSS-FWD-156,FWD,202082,91,91,92,RTS_R4_+_71
TSS-FWD-157,FWD,208412,217,221,221,RTS_R4_+_72
TSS-FWD-158,FWD,209658,278,283,314,RTS_R4_+_73
TSS-FWD-159,FWD,211858,38,38,38,RTS_R4_+_74
TSS-FWD-160,FWD,214269,271,272,273,RTS_R4_+_75
TSS-FWD-161,FWD,214284,58,58,58,RTS_R4_+_75
TSS-FWD-162,FWD,215123,42,42,42,RTS_R4_+_76
TSS-FWD-163,FWD,222806,36,36,36,RTS_R4_+_77
TSS-FWD-164,FWD,223771,2093,2093,2094,RTS_R4_+_78
TSS-FWD-165,FWD,225711,94,94,94,RTS_R4_+_79
TSS-FWD-166,FWD,229134,385,386,386,RTS_R4_+_80
TSS-FWD-167,FWD,231063,38,38,54,RTS_R4_+_81
TSS-FWD-168,FWD,234785,198,198,198,RTS_R4_+_82
TSS-FWD-169,FWD,236021,109,134,141,RTS_R4_+_83
TSS-FWD-170,FWD,236861,104,115,118,RTS_R4_+_84
TSS-FWD-171,FWD,240333,420,441,454,RTS_R4_+_85
TSS-FWD-172,FWD,243512,102,104,105,RTS_R4_+_86
TSS-FWD-173,FWD,243522,43,43,44,RTS_R4_+_86
TSS-FWD-174,FWD,246656,2,2,2,RTS_R4_+_87
TSS-FWD-175,FWD,248128,4,4,4,RTS_R4_+_88
TSS-FWD-176,FWD,250492,1,1,2,RTS_R4_+_89
TSS-FWD-177,FWD,250883,3,3,5,RTS_R4_+_90
TSS-FWD-178,FWD,251969,3,5,5,RTS_R4_+_91
TSS-FWD-179,FWD,253336,4,4,4,RTS_R4_+_92
TSS-FWD-180,FWD,255918,147,149,149,RTS_R4_+_93
TSS-FWD-181,FWD,255924,86,86,86,RTS_R4_+_93
TSS-FWD-182,FWD,255936,104,104,104,RTS_R4_+_93
TSS-FWD-183,FWD,256502,427,433,433,RTS_R4_+_94
TSS-FWD-184,FWD,256509,162,187,192,RTS_R4_+_94
TSS-FWD-185,FWD,257810,450,452,456,RTS_R4_+_95
TSS-FWD-186,FWD,259572,140,140,140,RTS_R4_+_96
TSS-FWD-187,FWD,259576,159,161,161,RTS_R4_+_96
TSS-FWD-188,FWD,259584,154,154,154,RTS_R4_+_96
TSS-FWD-189,FWD,262064,35,35,35,RTS_R4_+_97
TSS-FWD-190,FWD,262114,47,47,47,RTS_R4_+_97
TSS-FWD-191,FWD,268350,7,7,7,RTS_R4_+_98
TSS-FWD-192,FWD,269482,35,35,35,RTS_R4_+_99
TSS-FWD-193,FWD,270974,5,6,6,RTS_R4_+_100
TSS-FWD-194,FWD,270979,9,10,10,RTS_R4_+_100
TSS-FWD-195,FWD,274508,17,26,30,RTS_R4_+_101
TSS-FWD-196,FWD,289619,3,3,3,RTS_R4_+_103
TSS-FWD-197,FWD,290751,7,7,7,RTS_R4_+_105
TSS-FWD-198,FWD,294852,69,69,69,RTS_R4_+_106
TSS-FWD-199,FWD,296384,37,37,37,RTS_R4_+_107
TSS-FWD-200,FWD,302181,186,187,187,RTS_R4_+_108
TSS-FWD-201,FWD,302183,150,150,150,RTS_R4_+_108
TSS-FWD-202,FWD,312032,1,1,1,RTS_R4_+_109
TSS-FWD-203,FWD,319342,17,17,17,RTS_R4_+_111
TSS-FWD-204,FWD,319351,22,23,23,RTS_R4_+_111
TSS-FWD-205,FWD,320708,6,6,6,RTS_R4_+_112
TSS-FWD-206,FWD,328645,57,57,57,RTS_R4_+_113
TSS-FWD-207,FWD,330428,7,7,7,RTS_R4_+_114
TSS-FWD-208,FWD,331089,5,6,6,RTS_R4_+_115
TSS-FWD-209,FWD,331266,8,8,8,RTS_R4_+_115
TSS-FWD-210,FWD,331462,14,14,14,RTS_R4_+_115
TSS-FWD-211,FWD,331470,9,9,9,RTS_R4_+_115
TSS-FWD-212,FWD,334399,7,7,7,RTS_R4_+_116
TSS-FWD-213,FWD,334470,2,3,4,RTS_R4_+_116
TSS-FWD-214,FWD,339162,1,1,1,RTS_R4_+_117
TSS-FWD-215,FWD,340325,9,10,10,RTS_R4_+_118
TSS-FWD-216,FWD,342042,63,64,64,RTS_R4_+_119
TSS-FWD-217,FWD,342062,192,193,194,RTS_R4_+_119
TSS-FWD-218,FWD,342079,53,55,55,RTS_R4_+_119
TSS-FWD-219,FWD,344602,16,22,22,RTS_R4_+_120
TSS-FWD-220,FWD,345656,266,275,654,RTS_R4_+_121
TSS-FWD-221,FWD,345664,12,12,49,RTS_R4_+_121
TSS-FWD-222,FWD,345678,40,40,41,RTS_R4_+_121
TSS-FWD-223,FWD,347871,,,6,RTS_R4_+_122
TSS-FWD-224,FWD,354108,472,472,472,RTS_R4_+_123
TSS-FWD-225,FWD,354119,42,42,42,RTS_R4_+_123
TSS-FWD-226,FWD,357998,1,1,1,
TSS-FWD-227,FWD,367744,6,6,6,RTS_R4_+_124
TSS-FWD-228,FWD,374107,2,2,12,RTS_R4_+_125
TSS-FWD-229,FWD,375966,28,29,29,RTS_R4_+_126
TSS-FWD-230,FWD,375971,35,35,35,RTS_R4_+_126
TSS-FWD-231,FWD,382126,,,2,RTS_R4_+_128
TSS-FWD-232,FWD,384430,5,5,5,RTS_R4_+_129
TSS-FWD-233,FWD,389071,5,5,5,
TSS-FWD-234,FWD,395657,13,13,13,RTS_R4_+_131
TSS-FWD-235,FWD,395704,11,11,12,RTS_R4_+_131
TSS-FWD-236,FWD,395779,3,3,3,RTS_R4_+_131
TSS-FWD-237,FWD,396858,50,50,50,RTS_R4_+_132
TSS-FWD-238,FWD,398796,7,7,20,RTS_R4_+_133
TSS-FWD-239,FWD,400543,142,147,148,RTS_R4_+_134
TSS-FWD-240,FWD,400587,72,73,73,RTS_R4_+_134
TSS-FWD-241,FWD,400875,52,52,52,RTS_R4_+_135
TSS-FWD-242,FWD,400902,95,95,96,RTS_R4_+_135
TSS-FWD-243,FWD,400916,170,172,172,RTS_R4_+_135
TSS-FWD-244,FWD,402912,1,1,1,RTS_R4_+_136
TSS-FWD-245,FWD,404965,15,15,15,RTS_R4_+_137
TSS-FWD-246,FWD,405456,19,19,19,RTS_R4_+_138
TSS-FWD-247,FWD,405502,26,26,26,RTS_R4_+_138
TSS-FWD-248,FWD,406176,28,28,28,RTS_R4_+_139
TSS-FWD-249,FWD,406399,47,52,66,RTS_R4_+_140
TSS-FWD-250,FWD,407371,28,28,28,RTS_R4_+_141
TSS-FWD-251,FWD,407685,11,11,11,RTS_R4_+_142
TSS-FWD-252,FWD,409344,33,33,38,RTS_R4_+_143
TSS-FWD-253,FWD,415429,8,11,11,RTS_R4_+_144
TSS-FWD-254,FWD,416378,,15,15,RTS_R4_+_145
TSS-FWD-255,FWD,418645,41,41,41,RTS_R4_+_146
TSS-FWD-256,FWD,418776,41,41,41,RTS_R4_+_146
TSS-FWD-257,FWD,420146,22,22,22,RTS_R4_+_147
TSS-FWD-258,FWD,421719,21,21,21,RTS_R4_+_148
TSS-FWD-259,FWD,424209,211,211,211,RTS_R4_+_149
TSS-FWD-260,FWD,425886,8,8,8,RTS_R4_+_150
TSS-FWD-261,FWD,425978,9,10,10,RTS_R4_+_150
TSS-FWD-262,FWD,426063,12,13,13,RTS_R4_+_150
TSS-FWD-263,FWD,426165,12,12,12,RTS_R4_+_150
TSS-FWD-264,FWD,426428,66,77,77,RTS_R4_+_151
TSS-FWD-265,FWD,426439,523,531,533,RTS_R4_+_151
TSS-FWD-266,FWD,426472,57,60,61,RTS_R4_+_151
TSS-FWD-267,FWD,426798,33,33,33,RTS_R4_+_152
TSS-FWD-268,FWD,426873,27,28,28,RTS_R4_+_152
TSS-FWD-269,FWD,426882,30,30,30,RTS_R4_+_152
TSS-FWD-270,FWD,426887,22,22,22,RTS_R4_+_152
TSS-FWD-271,FWD,429809,35,35,35,RTS_R4_+_153
TSS-FWD-272,FWD,432199,,2,2,RTS_R4_+_154
TSS-FWD-273,FWD,433735,990,1005,1005,RTS_R4_+_155
TSS-FWD-274,FWD,433817,110,111,111,RTS_R4_+_155
TSS-FWD-275,FWD,433820,171,175,175,RTS_R4_+_155
TSS-FWD-276,FWD,433828,97,97,97,RTS_R4_+_155
TSS-FWD-277,FWD,435808,31,31,31,RTS_R4_+_156
TSS-FWD-278,FWD,437492,,,4,RTS_R4_+_157
TSS-FWD-279,FWD,440693,55,55,56,RTS_R4_+_158
TSS-FWD-280,FWD,443824,69,138,211,RTS_R4_+_159
TSS-FWD-281,FWD,443852,279,283,283,RTS_R4_+_159
TSS-FWD-282,FWD,443861,44,47,49,RTS_R4_+_159
TSS-FWD-283,FWD,443882,619,621,622,RTS_R4_+_159
TSS-FWD-284,FWD,443888,95,95,95,RTS_R4_+_159
TSS-FWD-285,FWD,453575,7,9,9,RTS_R4_+_160
TSS-FWD-286,FWD,453607,70,73,73,RTS_R4_+_160
TSS-FWD-287,FWD,453649,59,97,98,RTS_R4_+_160
TSS-FWD-288,FWD,453658,364,601,1006,RTS_R4_+_160
TSS-FWD-289,FWD,454217,504,504,504,RTS_R4_+_161
TSS-FWD-290,FWD,454228,305,308,308,RTS_R4_+_161
TSS-FWD-291,FWD,454331,19,19,19,RTS_R4_+_161
TSS-FWD-292,FWD,455778,314,314,314,RTS_R4_+_162
TSS-FWD-293,FWD,455801,166,168,184,RTS_R4_+_162
TSS-FWD-294,FWD,455829,92,116,117,RTS_R4_+_162
TSS-FWD-295,FWD,455867,107,107,107,RTS_R4_+_162
TSS-FWD-296,FWD,455873,218,218,218,RTS_R4_+_162
TSS-FWD-297,FWD,455882,80,83,84,RTS_R4_+_162
TSS-FWD-298,FWD,457992,99,100,101,RTS_R4_+_163
TSS-FWD-299,FWD,458039,3014,3017,3018,RTS_R4_+_163
TSS-FWD-300,FWD,458090,96,101,101,RTS_R4_+_163
TSS-FWD-301,FWD,459037,15,15,15,RTS_R4_+_164
TSS-FWD-302,FWD,459330,13,15,15,RTS_R4_+_164
TSS-FWD-303,FWD,459337,22,22,22,RTS_R4_+_164
TSS-FWD-304,FWD,459339,22,22,22,RTS_R4_+_164
TSS-FWD-305,FWD,460556,418,467,554,RTS_R4_+_165
TSS-FWD-306,FWD,460615,446,449,455,RTS_R4_+_165
TSS-FWD-307,FWD,460619,1565,1566,1568,RTS_R4_+_165
TSS-FWD-308,FWD,460637,169,172,172,RTS_R4_+_165
TSS-FWD-309,FWD,460655,234,235,235,RTS_R4_+_165
TSS-FWD-310,FWD,461076,39,39,39,RTS_R4_+_166
TSS-FWD-311,FWD,466606,18,18,18,RTS_R4_+_167
TSS-FWD-312,FWD,467581,68,68,69,RTS_R4_+_168
TSS-FWD-313,FWD,471781,1,1,1,RTS_R4_+_170
TSS-FWD-314,FWD,472073,9,9,9,RTS_R4_+_171
TSS-FWD-315,FWD,474530,49,49,50,RTS_R4_+_172
TSS-FWD-316,FWD,474538,393,393,398,RTS_R4_+_172
TSS-FWD-317,FWD,475672,25327,35572,43361,RTS_R4_+_173
TSS-FWD-318,FWD,475842,8,9,9,RTS_R4_+_174
TSS-FWD-319,FWD,478077,7,7,7,RTS_R4_+_175
TSS-FWD-320,FWD,484940,34,43,43,RTS_R4_+_176
TSS-FWD-321,FWD,485713,30,30,30,RTS_R4_+_177
TSS-FWD-322,FWD,490082,7,7,19,RTS_R4_+_178
TSS-FWD-323,FWD,490534,109,109,109,RTS_R4_+_179
TSS-FWD-324,FWD,491278,13,13,13,RTS_R4_+_180
TSS-FWD-325,FWD,493133,103,103,103,RTS_R4_+_181
TSS-FWD-326,FWD,493139,62,62,62,RTS_R4_+_181
TSS-FWD-327,FWD,493170,58,58,58,RTS_R4_+_181
TSS-FWD-328,FWD,493242,261,264,264,RTS_R4_+_181
TSS-FWD-329,FWD,493275,92,92,92,RTS_R4_+_181
TSS-FWD-330,FWD,494300,419,452,455,RTS_R4_+_182
TSS-FWD-331,FWD,494306,2594,2745,2752,RTS_R4_+_182
TSS-FWD-332,FWD,494314,1085,1296,1309,RTS_R4_+_182
TSS-FWD-333,FWD,494328,26,56,56,RTS_R4_+_182
TSS-FWD-334,FWD,496357,102,104,104,RTS_R4_+_183
TSS-FWD-335,FWD,497255,83,87,90,RTS_R4_+_184
TSS-FWD-336,FWD,499323,48,48,48,RTS_R4_+_185
TSS-FWD-337,FWD,504107,42,43,45,RTS_R4_+_186
TSS-FWD-338,FWD,504112,34,37,37,RTS_R4_+_186
TSS-FWD-339,FWD,506428,205,271,376,RTS_R4_+_187
TSS-FWD-340,FWD,507400,12,12,13,RTS_R4_+_188
TSS-FWD-341,FWD,507406,9,9,9,RTS_R4_+_188
TSS-FWD-342,FWD,510797,,,4,RTS_R4_+_189
TSS-FWD-343,FWD,510827,5,5,5,RTS_R4_+_189
TSS-FWD-344,FWD,513098,14,14,15,RTS_R4_+_190
TSS-FWD-345,FWD,515116,129,131,132,RTS_R4_+_191
TSS-FWD-346,FWD,518602,10,11,11,RTS_R4_+_192
TSS-FWD-347,FWD,518895,21,28,28,RTS_R4_+_192
TSS-FWD-348,FWD,522451,2,2,2,RTS_R4_+_193
TSS-FWD-349,FWD,526780,9,9,9,RTS_R4_+_194
TSS-FWD-350,FWD,531614,3,3,3,RTS_R4_+_195
TSS-FWD-351,FWD,532189,15,20,20,RTS_R4_+_196
TSS-FWD-352,FWD,532861,344,345,348,RTS_R4_+_197
TSS-FWD-353,FWD,532866,407,411,463,RTS_R4_+_197
TSS-FWD-354,FWD,534032,,1,1,RTS_R4_+_198
TSS-FWD-355,FWD,533001,1,13,28,
TSS-FWD-356,FWD,535605,4,4,4,
TSS-FWD-357,FWD,536895,1,1,1,
TSS-FWD-358,FWD,540988,6,6,6,RTS_R4_+_199
TSS-FWD-359,FWD,553800,53,54,54,RTS_R4_+_200
TSS-FWD-360,FWD,557392,2,2,2,
TSS-FWD-361,FWD,563958,,43,77,RTS_R4_+_201
TSS-FWD-362,FWD,563959,,30,59,RTS_R4_+_201
TSS-FWD-363,FWD,565404,3,3,3,
TSS-FWD-364,FWD,567514,120,120,121,RTS_R4_+_203
TSS-FWD-365,FWD,570094,5,5,6,RTS_R4_+_204
TSS-FWD-366,FWD,571542,,4,5,
TSS-FWD-367,FWD,573132,5,5,5,
TSS-FWD-368,FWD,576081,21,22,37,RTS_R4_+_205
TSS-FWD-369,FWD,576504,7,7,7,RTS_R4_+_206
TSS-FWD-370,FWD,578930,5,5,5,RTS_R4_+_207
TSS-FWD-371,FWD,579059,7,7,7,RTS_R4_+_207
TSS-FWD-372,FWD,580819,1,1,1,RTS_R4_+_208
TSS-FWD-373,FWD,594797,1,1,1,
TSS-FWD-374,FWD,596325,2,2,2,RTS_R4_+_211
TSS-FWD-375,FWD,601152,27,27,27,RTS_R4_+_212
TSS-FWD-376,FWD,607066,,,1,
TSS-FWD-377,FWD,607179,1,1,1,RTS_R4_+_213
TSS-FWD-378,FWD,611909,24,24,26,RTS_R4_+_214
TSS-FWD-379,FWD,617410,1,1,1,
TSS-FWD-380,FWD,621481,37,37,37,RTS_R4_+_215
TSS-FWD-381,FWD,621483,50,50,50,RTS_R4_+_215
TSS-FWD-382,FWD,624054,20,20,20,RTS_R4_+_216
TSS-FWD-383,FWD,629079,53,55,222,RTS_R4_+_217
TSS-FWD-384,FWD,629088,21,28,287,RTS_R4_+_217
TSS-FWD-385,FWD,629096,6,7,69,RTS_R4_+_217
TSS-FWD-386,FWD,632780,72,85,85,RTS_R4_+_218
TSS-FWD-387,FWD,632789,30,46,47,RTS_R4_+_218
TSS-FWD-388,FWD,638054,9795,9821,9823,RTS_R4_+_219
TSS-FWD-389,FWD,638104,373,385,392,RTS_R4_+_219
TSS-FWD-390,FWD,638130,325,335,338,RTS_R4_+_219
TSS-FWD-391,FWD,638144,9395,9457,9461,RTS_R4_+_219
TSS-FWD-392,FWD,638149,532,546,546,RTS_R4_+_219
TSS-FWD-393,FWD,638189,116,116,116,RTS_R4_+_219
TSS-FWD-394,FWD,638227,54,59,59,RTS_R4_+_219
TSS-FWD-395,FWD,641285,4,4,4,RTS_R4_+_220
TSS-FWD-396,FWD,651740,2,2,2,RTS_R4_+_221
TSS-FWD-397,FWD,655710,2,2,2,RTS_R4_+_222
TSS-FWD-398,FWD,655753,2,2,2,RTS_R4_+_222
TSS-FWD-399,FWD,656473,58,132,741,RTS_R4_+_223
TSS-FWD-400,FWD,657187,7,8,48,RTS_R4_+_224
TSS-FWD-401,FWD,658045,4,4,5,RTS_R4_+_225
TSS-FWD-402,FWD,663180,,4,4,RTS_R4_+_226
TSS-FWD-403,FWD,663285,,2,6,RTS_R4_+_226
TSS-FWD-404,FWD,674160,338,369,375,RTS_R4_+_227
TSS-FWD-405,FWD,674216,213,249,430,RTS_R4_+_227
TSS-FWD-406,FWD,678687,15,15,15,
TSS-FWD-407,FWD,694300,131,133,158,RTS_R4_+_228
TSS-FWD-408,FWD,695655,,,2,RTS_R4_+_229
TSS-FWD-409,FWD,702830,12,12,12,RTS_R4_+_230
TSS-FWD-410,FWD,703063,53,58,80,RTS_R4_+_230
TSS-FWD-411,FWD,705222,3,7,7,RTS_R4_+_231
TSS-FWD-412,FWD,705283,466,466,466,RTS_R4_+_231
